CNO,SEX,AGGT,DIV,ACCOUNTANCY,ADV/MATHS,AGRICULTURE,ARABIC,BAM,BIOLOGY,CHEMISTRY,COMMERCE,COMP/SCIENCE,DIVINITY,ECONOMICS,ENGLISH,F & HN NUTRITION,FRENCH,G/STUDIES,GEOGR,HISTORY,IS/KNOWLEDGE,KISWAHILI,PHYSICS
S0341/0875,M,-,IV,X,D,,,X,,,X,,X,D,X,,,C,C,X,,X,
S0341/0876,M,-,IV,X,D,,,X,,,X,,X,D,X,,,E,C,X,,X,
S0341/0877,M,12,III,X,C,,,X,,,X,,X,C,X,,,D,C,X,,X,
S0341/0878,M,12,III,X,D,,,X,,,X,,X,B,X,,,D,C,X,,X,
S0341/0879,M,-,IV,X,E,,,X,,,X,,X,C,X,,,D,C,X,,X,
S0341/0880,M,12,III,X,C,,,X,,,X,,X,C,X,,,D,C,X,,X,
S0341/0881,M,11,III,X,C,,,X,,,X,,X,B,X,,,D,C,X,,X,
S0341/0882,M,10,III,X,C,,,X,,,X,,X,+,X,,,D,C,X,,X,
S0341/0883,M,11,III,X,C,,,X,,,X,,X,B,X,,,D,C,X,,X,
S0341/0884,M,7,I,X,+,,,X,,,X,,X,+,X,,,C,B,X,,X,
S0341/0885,M,12,III,X,D,,,X,,,X,,X,B,X,,,D,C,X,,X,
S0341/0886,M,11,III,X,C,,,X,,,X,,X,B,X,,,E,C,X,,X,
S0341/0887,M,12,III,X,D,,,X,,,X,,X,B,X,,,D,C,X,,X,
S0341/0888,M,10,III,X,C,,,X,,,X,,X,+,X,,,D,C,X,,X,
S0341/0889,M,-,IV,X,D,,,X,,,X,,X,C,X,,,D,D,X,,X,
S0341/0890,M,11,III,X,C,,,X,,,X,,X,+,X,,,D,D,X,,X,
S0341/0891,M,9,II,X,C,,,X,,,X,,X,+,X,,,C,B,X,,X,
S0341/0892,M,12,III,X,D,,,X,,,X,,X,B,X,,,D,C,X,,X,
S0341/0893,M,-,IV,X,E,,,X,,,X,,X,C,X,,,D,C,X,,X,
S0341/0894,M,13,III,X,D,,,X,,,X,,X,C,X,,,E,C,X,,X,
S0341/0895,M,9,II,X,C,,,X,,,X,,X,+,X,,,D,B,X,,X,
S0341/0896,M,6,I,X,+,,,X,,,X,,X,+,X,,,C,+,X,,X,
S0341/0897,M,8,II,X,C,,,X,,,X,,X,+,X,,,C,+,X,,X,
S0341/0898,M,12,III,X,D,,,X,,,X,,X,B,X,,,D,C,X,,X,
S0341/0899,M,13,III,X,D,,,X,,,X,,X,C,X,,,D,C,X,,X,
S0341/0900,M,11,III,X,C,,,X,,,X,,X,B,X,,,D,C,X,,X,
S0341/0901,M,10,III,X,C,,,X,,,X,,X,+,X,,,D,C,X,,X,
S0341/0902,M,-,IV,X,E,,,X,,,X,,X,C,X,,,D,C,X,,X,
S0341/0903,M,10,III,X,C,,,X,,,X,,X,B,X,,,C,B,X,,X,
S0341/0904,M,-,IV,X,E,,,X,,,X,,X,C,X,,,D,D,X,,X,
S0341/0905,M,10,III,X,D,,,X,,,X,,X,+,X,,,D,B,X,,X,
S0341/0906,M,12,III,X,E,,,X,,,X,,X,B,X,,,D,B,X,,X,
S0341/0907,M,-,IV,X,D,,,X,,,X,,X,C,X,,,D,D,X,,X,
S0341/0908,M,10,III,X,C,,,X,,,X,,X,+,X,,,D,C,X,,X,
S0341/0909,M,-,IV,X,E,,,X,,,X,,X,C,X,,,E,D,X,,X,
S0341/0910,M,13,III,X,D,,,X,,,X,,X,C,X,,,D,C,X,,X,
S0341/0911,M,10,III,X,B,,,X,,,X,,X,B,X,,,D,C,X,,X,
S0341/0912,M,10,III,X,C,,,X,,,X,,X,+,X,,,D,C,X,,X,
S0341/0913,M,-,IV,X,F,,,X,,,X,,X,D,X,,,E,D,X,,X,
S0341/0914,M,9,II,X,B,,,X,,,X,,X,+,X,,,D,C,X,,X,
S0341/0915,M,11,III,X,C,,,X,,,X,,X,B,X,,,D,C,X,,X,
S0341/0916,M,-,IV,X,E,,,X,,,X,,X,C,X,,,D,C,X,,X,
S0341/0917,M,-,IV,X,E,,,X,,,X,,X,C,X,,,E,D,X,,X,
S0341/0918,M,11,III,X,D,,,X,,,X,,X,B,X,,,D,B,X,,X,
S0341/0919,M,-,IV,X,E,,,X,,,X,,X,C,X,,,D,D,X,,X,
S0341/0920,M,12,III,X,D,,,X,,,X,,X,B,X,,,D,C,X,,X,
S0341/0921,M,12,III,X,D,,,X,,,X,,X,B,X,,,D,C,X,,X,
S0341/0922,M,13,III,X,E,,,X,,,X,,X,B,X,,,D,C,X,,X,
S0341/0923,M,13,III,X,D,,,X,,,X,,X,C,X,,,E,C,X,,X,
S0341/0924,F,7,I,+,X,,,C,,,B,,X,+,X,,,D,X,X,,X,
S0341/0925,F,9,II,C,X,,,C,,,+,,X,B,X,,,C,X,X,,X,
S0341/0926,F,9,II,C,X,,,D,,,B,,X,+,X,,,C,X,X,,X,
S0341/0927,F,13,III,C,X,,,D,,,D,,X,C,X,,,E,X,X,,X,
S0341/0928,F,9,II,B,X,,,C,,,B,,X,B,X,,,D,X,X,,X,
S0341/0929,M,5,I,A,X,,,B,,,+,,X,+,X,,,C,X,X,,X,
S0341/0930,M,6,I,+,X,,,C,,,+,,X,+,X,,,C,X,X,,X,
S0341/0931,M,8,II,B,X,,,C,,,B,,X,+,X,,,C,X,X,,X,
S0341/0932,M,9,II,C,X,,,D,,,B,,X,+,X,,,D,X,X,,X,
S0341/0933,M,7,I,+,X,,,C,,,B,,X,+,X,,,D,X,X,,X,
S0341/0934,M,9,II,B,X,,,C,,,C,,X,+,X,,,D,X,X,,X,
S0341/0935,M,9,II,B,X,,,D,,,B,,X,B,X,,,E,X,X,,X,
S0341/0936,M,7,I,+,X,,,B,,,B,,X,+,X,,,D,X,X,,X,
S0341/0937,M,11,III,C,X,,,E,,,C,,X,B,X,,,D,X,X,,X,
S0341/0938,M,12,III,D,X,,,E,,,B,,X,C,X,,,D,X,X,,X,
S0341/0939,M,5,I,+,X,,,B,,,+,,X,A,X,,,C,X,X,,X,
S0341/0940,M,-,IV,X,E,,,X,,,X,,X,C,X,,,C,C,X,,X,
S0342/0501,F,9,II,X,X,,,D,X,X,X,,,B,X,,,C,B,B,,,X
S0342/0502,F,7,I,X,X,,,A,+,+,X,,,X,X,,,B,X,X,,,B
S0342/0503,F,8,II,X,X,,,X,X,X,X,,,X,B,,,C,B,+,,,X
S0342/0504,F,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,,X
S0342/0505,F,10,III,X,X,,,+,B,B,X,,,X,X,,,D,X,X,,,C
S0342/0506,F,7,I,X,X,,,X,X,X,X,,,X,+,,,C,B,+,,,X
S0342/0507,F,13,III,X,X,,,C,C,B,X,,,X,X,,,C,X,X,,,E
S0342/0508,F,6,I,+,X,,,+,X,X,+,,,+,X,,,B,X,X,,,X
S0342/0509,F,8,II,X,C,,,X,X,X,X,,,+,X,,,B,+,X,,,X
S0342/0510,F,8,II,X,X,,,+,+,+,X,,,X,X,,,C,X,X,,,C
S0342/0511,F,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,,X
S0342/0512,F,7,I,X,X,,,A,+,+,X,,,X,X,,,B,X,X,,,B
S0342/0513,F,5,I,A,X,,,A,X,X,+,,,+,X,,,B,X,X,,,X
S0342/0514,F,11,III,X,X,,,B,B,B,X,,,X,X,,,D,X,X,,,D
S0342/0515,F,11,III,X,X,,,C,B,B,X,,,X,X,,,C,X,X,,,D
S0342/0516,F,9,II,X,B,,,X,X,+,X,,,X,X,,,C,X,X,,,C
S0342/0517,F,6,I,+,X,,,A,X,X,+,,,+,X,,,B,X,X,,,X
S0342/0518,F,13,III,X,X,,,C,B,C,X,,,X,X,,,C,X,X,,,E
S0342/0519,F,12,III,X,C,,,X,X,B,X,,,X,X,,,D,X,X,,,D
S0342/0520,F,11,III,X,X,,,B,B,B,X,,,X,X,,,C,X,X,,,D
S0342/0521,M,11,III,X,C,,,X,X,B,X,,,X,X,,,C,X,X,,,C
S0342/0522,M,10,III,X,X,,,+,B,B,X,,,X,X,,,C,X,X,,,C
S0342/0523,M,7,I,X,X,,,A,+,+,X,,,X,X,,,D,X,X,,,B
S0342/0524,M,9,II,X,X,,,C,X,X,X,,,B,X,,,D,B,B,,,X
S0342/0525,M,9,II,X,B,,,X,X,+,X,,,X,X,,,C,X,X,,,C
S0342/0526,M,9,II,X,+,,,X,X,B,X,,,X,X,,,D,X,X,,,C
S0342/0527,M,10,III,X,+,,,X,X,B,X,,,X,X,,,E,X,X,,,D
S0342/0528,M,11,III,X,B,,,X,X,B,X,,,X,X,,,C,X,X,,,D
S0342/0529,M,11,III,X,X,,,C,B,B,X,,,X,X,,,C,X,X,,,D
S0342/0530,M,11,III,X,C,,,X,X,B,X,,,X,X,,,D,X,X,,,C
S0342/0531,M,12,III,X,C,,,X,X,B,X,,,X,X,,,C,X,X,,,D
S0342/0532,M,13,III,X,X,,,C,C,C,X,,,X,X,,,C,X,X,,,D
S0342/0533,M,9,II,X,X,,,+,B,+,X,,,X,X,,,D,X,X,,,C
S0342/0534,M,10,III,X,B,,,X,X,B,X,,,X,X,,,C,X,X,,,C
S0342/0535,M,10,III,X,B,,,X,X,B,X,,,X,X,,,C,X,X,,,C
S0342/0536,M,10,III,X,X,,,+,B,+,X,,,X,X,,,C,X,X,,,D
S0342/0537,M,12,III,X,X,,,E,X,X,X,,,C,X,,,D,C,C,,,X
S0342/0538,M,10,III,X,B,,,X,X,B,X,,,X,X,,,D,X,X,,,C
S0342/0539,M,10,III,X,B,,,X,X,B,X,,,X,X,,,C,X,X,,,C
S0342/0540,M,11,III,X,C,,,X,X,+,X,,,X,X,,,E,X,X,,,D
S0342/0541,M,7,I,X,B,,,X,X,X,X,,,+,X,,,C,+,X,,,X
S0342/0542,M,10,III,X,B,,,X,X,B,X,,,X,X,,,D,X,X,,,C
S0342/0543,M,8,II,X,X,,,+,+,+,X,,,X,X,,,C,X,X,,,C
S0342/0544,M,9,II,X,B,,,X,X,+,X,,,X,X,,,C,X,X,,,C
S0342/0545,M,7,I,+,X,,,C,X,X,+,,,B,X,,,E,X,X,,,X
S0342/0546,M,9,II,X,X,,,X,X,X,X,,,X,B,,,D,C,+,,,X
S0342/0547,M,10,III,X,B,,,X,X,X,X,,,B,X,,,C,C,X,,,X
S0342/0548,M,8,II,X,+,,,X,X,+,X,,,X,X,,,C,X,X,,,C
S0342/0549,M,10,III,X,B,,,X,X,B,X,,,X,X,,,D,X,X,,,C
S0342/0550,M,13,III,X,C,,,X,X,C,X,,,X,X,,,D,X,X,,,D
S0342/0551,M,8,II,X,+,,,X,X,+,X,,,X,X,,,D,X,X,,,C
S0342/0552,M,10,III,X,B,,,X,X,+,X,,,X,X,,,C,X,X,,,D
S0342/0553,M,11,III,X,X,,,B,B,B,X,,,X,X,,,D,X,X,,,D
S0342/0554,M,9,II,X,X,,,X,X,X,X,,,X,B,,,C,B,B,,,X
S0342/0555,M,12,III,X,X,,,C,B,C,X,,,X,X,,,D,X,X,,,D
S0342/0556,M,9,II,X,X,,,+,+,+,X,,,X,X,,,C,X,X,,,D
S0342/0557,M,13,III,X,X,,,C,C,C,X,,,X,X,,,C,X,X,,,D
S0342/0558,M,7,I,X,+,,,X,X,+,X,,,X,X,,,D,X,X,,,B
S0342/0559,M,6,I,X,X,,,A,+,A,X,,,X,X,,,C,X,X,,,B
S0342/0560,M,-,IV,X,E,,,X,X,C,X,,,X,X,,,D,X,X,,,D
S0342/0561,M,11,III,X,C,,,X,X,B,X,,,X,X,,,D,X,X,,,C
S0342/0562,M,11,III,X,X,,,+,B,B,X,,,X,X,,,D,X,X,,,D
S0342/0563,M,9,II,X,C,,,X,X,+,X,,,X,X,,,D,X,X,,,B
S0342/0564,M,12,III,X,C,,,X,X,B,X,,,X,X,,,D,X,X,,,D
S0345/0501,M,-,IV,,D,,X,X,X,C,,,X,,X,,,D,X,X,X,X,D
S0345/0502,M,11,III,,B,,X,X,X,C,,,X,,X,,,D,X,X,X,X,C
S0345/0503,M,13,III,,C,,X,X,X,D,,,X,,X,,,D,X,X,E,X,C
S0345/0504,M,13,III,,C,,X,X,X,C,,,X,,X,,,E,X,X,C,X,D
S0345/0505,M,-,0,,E,,X,X,X,E,,,X,,X,,,D,X,X,X,X,D
S0345/0506,M,10,III,,B,,X,X,X,B,,,X,,X,,,D,X,X,X,X,C
S0345/0507,M,-,IV,,C,,X,X,X,D,,,X,,X,,,D,X,X,X,X,D
S0345/0508,M,-,0,,E,,X,X,X,F,,,X,,X,,,E,X,X,X,X,E
S0345/0509,M,-,0,,E,,X,X,X,D,,,X,,X,,,E,X,X,X,X,E
S0345/0510,M,10,III,,+,,X,X,X,C,,,X,,X,,,F,X,X,X,X,C
S0345/0511,M,11,III,,B,,X,X,X,C,,,X,,X,,,D,X,X,X,X,C
S0345/0512,M,13,III,,C,,X,X,X,C,,,X,,X,,,E,X,X,X,X,D
S0345/0513,M,-,IV,,D,,X,X,X,D,,,X,,X,,,D,X,X,X,X,C
S0345/0514,M,13,III,,C,,X,X,X,C,,,X,,X,,,D,X,X,X,X,D
S0345/0515,M,12,III,,C,,X,X,X,C,,,X,,X,,,E,X,X,X,X,C
S0345/0516,M,13,III,,C,,X,X,X,C,,,X,,X,,,D,X,X,X,X,D
S0345/0517,M,-,IV,,E,,X,X,X,C,,,X,,X,,,D,X,X,X,X,E
S0345/0518,M,-,IV,,D,,X,X,X,D,,,X,,X,,,D,X,X,X,X,D
S0345/0519,M,-,IV,,D,,X,X,X,D,,,X,,X,,,D,X,X,X,X,D
S0345/0520,M,-,IV,,D,,X,X,X,C,,,X,,X,,,C,X,X,X,X,D
S0345/0521,M,13,III,,C,,X,X,X,C,,,X,,X,,,C,X,X,X,X,D
S0345/0522,M,-,IV,,C,,X,X,X,D,,,X,,X,,,D,X,X,X,X,D
S0345/0523,M,10,III,,+,,X,X,X,C,,,X,,X,,,D,X,X,X,X,C
S0345/0524,M,10,III,,B,,X,X,X,B,,,X,,X,,,D,X,X,X,X,C
S0345/0525,M,-,IV,,D,,X,X,X,C,,,X,,X,,,D,X,X,X,X,D
S0345/0526,M,13,III,,C,,X,X,X,C,,,X,,X,,,C,X,X,X,X,D
S0345/0527,M,10,III,,B,,X,X,X,B,,,X,,X,,,D,X,X,X,X,C
S0345/0528,M,11,III,,B,,X,X,X,C,,,X,,X,,,C,X,X,X,X,C
S0345/0529,M,13,III,,C,,X,X,X,C,,,X,,X,,,D,X,X,X,X,D
S0345/0530,M,11,III,,C,,X,X,X,B,,,X,,X,,,D,X,X,X,X,C
S0345/0531,M,12,III,,C,,X,X,X,C,,,X,,X,,,D,X,X,X,X,C
S0345/0532,M,12,III,,B,,X,X,X,C,,,X,,X,,,D,X,X,X,X,D
S0345/0533,M,12,III,,B,,X,X,X,C,,,X,,X,,,D,X,X,X,X,D
S0345/0534,M,11,III,,B,,X,X,X,C,,,X,,X,,,D,X,X,X,X,C
S0345/0535,M,-,IV,,E,,X,X,X,D,,,X,,X,,,D,X,X,X,X,D
S0345/0536,M,-,0,,D,,X,X,X,E,,,X,,X,,,D,X,X,X,X,E
S0345/0537,M,11,III,,C,,X,X,X,B,,,X,,X,,,D,X,X,X,X,C
S0345/0538,M,13,III,,C,,X,X,X,C,,,X,,X,,,C,X,X,X,X,D
S0345/0539,M,-,IV,,D,,X,X,X,C,,,C,,X,,,C,X,X,X,X,D
S0345/0540,M,-,IV,,D,,X,X,X,D,,,X,,X,,,D,X,X,X,X,D
S0345/0541,M,13,III,,C,,X,X,X,C,,,X,,X,,,D,X,X,X,X,D
S0345/0542,M,12,III,,B,,X,X,X,C,,,X,,X,,,C,X,X,X,X,D
S0345/0543,M,-,IV,,D,,X,X,X,C,,,X,,X,,,D,X,X,E,X,D
S0345/0544,M,-,0,,E,,X,X,X,E,,,X,,X,,,D,X,X,X,X,D
S0345/0545,M,-,IV,,C,,X,X,X,D,,,X,,X,,,D,X,X,X,X,D
S0345/0546,M,-,IV,,D,,X,X,X,D,,,X,,X,,,D,X,X,X,X,E
S0345/0547,M,-,IV,,D,,X,X,X,D,,,X,,X,,,E,X,X,X,X,D
S0345/0548,M,-,IV,,E,,X,X,X,C,,,X,,X,,,D,X,X,X,X,D
S0345/0549,M,-,IV,,D,,X,X,X,C,,,X,,X,,,D,X,X,X,X,D
S0345/0550,M,-,IV,,E,,X,X,X,D,,,X,,X,,,D,X,X,C,X,D
S0345/0551,M,12,III,,D,,X,X,X,B,,,X,,X,,,C,X,X,X,X,C
S0345/0552,M,13,III,,C,,X,X,X,C,,,X,,X,,,D,X,X,X,X,D
S0345/0553,M,-,IV,,D,,X,X,X,D,,,X,,X,,,D,X,X,D,X,D
S0345/0554,M,11,III,,C,,X,X,X,B,,,X,,X,,,D,X,X,X,X,C
S0345/0555,M,-,0,,E,,X,X,X,E,,,X,,X,,,D,X,X,X,X,D
S0345/0556,M,10,III,,B,,X,X,X,B,,,X,,X,,,D,X,X,X,X,C
S0345/0557,M,11,III,,C,,X,X,X,B,,,X,,X,,,D,X,X,X,X,C
S0345/0558,M,10,III,,+,,X,X,X,B,,,X,,X,,,C,X,X,X,X,D
S0345/0559,M,13,III,,C,,X,X,X,C,,,X,,X,,,C,X,X,X,X,D
S0345/0560,M,11,III,,B,,X,X,X,C,,,X,,X,,,C,X,X,X,X,C
S0345/0561,M,-,IV,,E,,X,X,X,D,,,X,,X,,,E,X,X,X,X,D
S0345/0562,F,9,II,,X,,X,C,B,+,,,X,,X,,,D,X,X,X,X,C
S0345/0563,F,11,III,,X,,X,C,B,C,,,X,,X,,,D,X,X,X,X,C
S0345/0564,F,-,IV,,X,,X,D,C,C,,,X,,X,,,D,X,X,X,X,E
S0345/0565,M,-,IV,,X,,X,D,C,D,,,X,,X,,,C,X,X,X,X,D
S0345/0566,M,-,0,,X,,X,E,E,F,,,X,,X,,,F,X,X,X,X,F
S0345/0567,M,9,II,,X,,X,C,B,+,,,X,,X,,,C,X,X,X,X,C
S0345/0568,M,10,III,,X,,X,B,+,C,,,X,,X,,,C,X,X,X,X,C
S0345/0569,M,-,IV,,X,,X,D,D,C,,,X,,X,,,D,X,X,X,X,E
S0345/0570,M,11,III,,X,,X,C,B,B,,,X,,X,,,D,X,X,X,X,D
S0345/0571,M,-,IV,,X,,X,D,D,D,,,X,,X,,,D,X,X,X,X,E
S0345/0573,M,-,IV,,X,,+,C,D,C,,,X,,X,,,D,X,X,X,X,D
S0345/0574,M,13,III,,X,,X,D,B,C,,,X,,X,,,D,X,X,X,X,E
S0345/0575,M,-,IV,,X,,X,D,C,D,,,X,,X,,,D,X,X,X,X,E
S0345/0576,M,-,IV,,X,,X,C,C,D,,,X,,X,,,D,X,X,X,X,E
S0345/0577,M,11,III,,X,,X,C,B,B,,,X,,X,,,C,X,X,X,X,D
S0345/0578,M,-,IV,,X,,X,E,C,C,,,X,,X,,,D,X,X,X,X,E
S0345/0579,M,9,II,,X,,X,+,B,+,,,X,,X,,,C,X,X,X,X,C
S0345/0580,M,-,IV,,X,,X,D,C,D,,,X,,X,,,E,X,X,X,X,F
S0345/0581,M,-,IV,,X,,X,D,C,C,,,X,,X,,,D,X,X,X,X,E
S0345/0582,M,12,III,,X,,X,C,C,B,,,X,,X,,,C,X,X,X,X,D
S0345/0583,M,10,III,,X,,X,B,B,B,,,X,,X,,,C,X,X,X,X,C
S0345/0584,M,8,II,,X,,X,B,B,+,,,X,,X,,,D,X,X,X,X,B
S0345/0585,M,11,III,,X,,X,C,C,B,,,X,,X,,,D,X,X,X,X,C
S0345/0586,M,9,II,,X,,X,C,B,+,,,X,,X,,,D,X,X,X,X,C
S0345/0587,M,12,III,,X,,X,E,B,C,,,X,,X,,,C,X,X,X,X,D
S0345/0588,M,-,IV,,X,,X,F,C,C,,,X,,X,,,D,X,X,E,X,E
S0345/0589,M,-,IV,,X,,X,D,C,D,,,X,,X,,,D,X,X,X,X,D
S0345/0590,M,10,III,,X,,X,C,B,B,,,X,,X,,,D,X,X,X,X,C
S0345/0591,M,-,IV,,X,,X,E,C,D,,,X,,X,,,C,X,X,X,X,D
S0345/0592,M,11,III,,X,,X,D,B,C,,,X,,X,,,D,X,X,X,X,C
S0345/0593,M,12,III,,X,,X,D,C,C,,,X,,X,,,D,X,X,X,X,C
S0345/0594,M,8,II,,X,,X,C,B,+,,,X,,X,,,D,X,X,X,X,B
S0345/0595,M,-,0,,X,,X,D,D,E,,,X,,X,,,D,X,X,X,X,E
S0345/0596,M,7,I,,X,,X,C,+,+,,,X,,X,,,D,X,X,X,X,B
S0345/0597,M,10,III,,X,,X,C,B,B,,,X,,X,,,D,X,X,X,X,C
S0345/0598,M,11,III,,X,,X,C,C,C,,,X,,X,,,D,X,X,X,X,B
S0345/0599,M,12,III,,X,,X,C,C,C,,,X,,X,,,C,X,X,X,X,C
S0345/0600,M,-,IV,,X,,X,E,C,D,,,X,,X,,,D,X,X,X,X,D
S0345/0601,M,13,III,,X,,X,B,C,C,,,X,,X,,,D,X,X,X,X,D
S0345/0602,M,10,III,,X,,X,+,B,B,,,X,,X,,,C,X,X,X,X,C
S0345/0603,M,-,IV,,X,,X,E,C,D,,,X,,X,,,D,X,X,X,X,E
S0345/0604,M,13,III,,X,,X,C,C,D,,,X,,X,,,D,X,X,X,X,C
S0345/0605,M,-,IV,,X,,X,D,C,D,,,X,,X,,,D,X,X,X,X,E
S0345/0606,M,13,III,,X,,X,D,C,C,,,X,,X,,,D,X,X,X,X,D
S0345/0607,M,11,III,,X,,X,B,C,B,,,X,,X,,,D,X,X,X,X,C
S0345/0608,M,10,III,,X,,X,C,B,B,,,X,,X,,,D,X,X,X,X,C
S0345/0609,M,9,II,,X,,X,C,B,B,,,X,,X,,,D,X,X,X,X,B
S0345/0610,M,10,III,,X,,X,C,B,+,,,X,,X,,,D,X,X,X,X,D
S0345/0611,M,11,III,,X,,X,B,C,B,,,X,,X,,,D,X,X,X,X,C
S0345/0612,M,7,I,,X,,X,+,+,+,,,X,,X,,,B,X,X,X,X,B
S0345/0613,M,-,IV,,X,,X,D,C,D,,,X,,X,,,D,X,X,X,X,D
S0345/0614,M,10,III,,X,,X,C,B,B,,,X,,X,,,D,X,X,X,X,C
S0345/0615,M,-,IV,,X,,X,D,C,D,,,X,,X,,,D,X,X,X,X,D
S0345/0616,M,10,III,,X,,X,C,B,B,,,X,,X,,,D,X,X,X,X,C
S0345/0617,M,9,II,,X,,X,C,B,+,,,X,,X,,,D,X,X,X,X,C
S0345/0618,M,10,III,,X,,X,C,B,B,,,X,,X,,,D,X,X,X,X,C
S0345/0619,M,8,II,,X,,X,B,B,+,,,X,,X,,,D,X,X,X,X,B
S0345/0620,M,-,IV,,X,,X,E,D,E,,,X,,X,,,C,X,X,X,X,D
S0345/0621,M,12,III,,X,,X,C,B,C,,,X,,X,,,D,X,X,X,X,D
S0345/0622,M,10,III,,X,,X,C,B,B,,,X,,X,,,D,X,X,X,X,C
S0345/0623,M,10,III,,X,,X,B,B,B,,,X,,X,,,D,X,X,X,X,C
S0345/0624,M,-,IV,,X,,X,D,D,D,,,X,,X,,,D,X,X,X,X,D
S0345/0625,M,-,IV,,X,,X,D,C,D,,,B,,X,,,D,X,X,X,X,D
S0345/0626,M,-,IV,,X,,X,D,C,D,,,X,,X,,,C,X,X,X,X,D
S0345/0627,M,-,IV,,X,,X,F,C,E,,,X,,X,,,D,X,X,X,X,E
S0345/0628,M,10,III,,X,,X,C,C,+,,,X,,X,,,D,X,X,X,X,C
S0345/0629,M,11,III,,X,,X,C,B,C,,,X,,X,,,E,X,X,X,X,C
S0345/0630,M,13,III,,X,,X,D,C,C,,,X,,X,,,D,X,X,X,X,D
S0345/0631,M,12,III,,X,,X,C,C,C,,,X,,X,,,D,X,X,X,X,C
S0345/0632,M,9,II,,X,,X,C,B,+,,,X,,X,,,D,X,X,X,X,C
S0345/0633,M,10,III,,X,,X,D,B,B,,,X,,X,,,D,X,X,B,X,C
S0345/0634,M,12,III,,X,,X,D,C,C,,,X,,X,,,D,X,X,X,X,C
S0345/0635,M,9,II,,X,,X,C,B,B,,,X,,X,,,D,X,X,X,X,B
S0345/0636,M,13,III,,X,,X,D,C,C,,,X,,X,,,D,X,X,X,X,D
S0345/0637,M,10,III,,X,,X,B,B,B,,,X,,X,,,D,X,X,X,X,C
S0345/0638,M,13,III,,X,,X,E,C,C,,,X,,X,,,D,X,X,X,X,D
S0345/0639,M,13,III,,X,,X,D,C,B,,,X,,X,,,D,X,X,X,X,E
S0345/0640,M,8,II,,X,,X,+,B,+,,,X,,X,,,D,X,X,X,X,B
S0345/0641,M,8,II,,X,,X,B,+,+,,,X,,X,,,D,X,X,X,X,C
S0345/0642,M,11,III,,X,,X,C,C,B,,,X,,X,,,E,X,X,X,X,C
S0345/0643,M,-,IV,,X,,X,D,C,C,,,X,,X,,,D,X,X,X,X,E
S0345/0644,M,-,0,,X,,X,D,E,D,,,X,,X,,,D,X,X,X,X,E
S0345/0645,M,13,III,,X,,X,C,C,C,,,X,,X,,,E,X,X,X,X,D
S0345/0646,M,12,III,,X,,X,B,C,C,,,X,,X,,,D,X,X,X,X,C
S0345/0647,M,13,III,,X,,X,E,C,C,,,X,,X,,,D,X,X,X,X,D
S0345/0648,M,11,III,,X,,X,B,B,B,,,X,,X,,,D,X,X,X,X,D
S0345/0649,M,13,III,,X,,X,C,D,B,,,X,,X,,,D,X,X,X,X,D
S0345/0650,M,-,IV,,X,,X,C,D,C,,,X,,X,,,D,X,X,X,X,D
S0345/0651,M,13,III,,X,,X,C,C,C,,,X,,X,,,C,X,X,X,X,D
S0345/0652,M,-,ABS,,X,,X,X,X,X,,,X,,X,,,X,X,X,X,X,X
S0345/0653,M,-,0,,X,,X,E,F,E,,,X,,X,,,E,X,X,X,X,F
S0345/0654,M,12,III,,X,,X,C,C,C,,,X,,X,,,D,X,X,X,X,C
S0345/0655,M,-,IV,,X,,X,D,D,D,,,X,,X,,,D,X,X,X,X,D
S0345/0656,M,12,III,,X,,X,C,C,B,,,X,,X,,,C,X,X,X,X,D
S0345/0657,M,12,III,,X,,X,D,B,C,,,X,,X,,,C,X,X,X,X,D
S0345/0658,M,-,IV,,X,,X,D,D,D,,,X,,X,,,D,X,X,X,X,C
S0345/0659,M,12,III,,X,,X,C,C,C,,,X,,X,,,D,X,X,X,X,C
S0345/0660,M,-,IV,,X,,X,E,C,D,,,X,,X,,,D,X,X,X,X,D
S0345/0661,M,-,IV,,X,,X,C,C,D,,,X,,X,,,D,X,X,X,X,D
S0345/0662,M,-,0,,X,,X,E,E,E,,,X,,X,,,D,X,X,X,X,E
S0345/0663,M,13,III,,X,,X,D,C,D,,,X,,X,,,D,X,X,X,X,C
S0345/0664,M,9,II,,X,,X,C,B,+,,,X,,X,,,C,X,X,X,X,C
S0345/0665,M,10,III,,X,,X,B,B,B,,,X,,X,,,D,X,X,X,X,C
S0345/0666,M,-,IV,,X,,X,E,E,D,,,X,,X,,,D,D,X,X,X,X
S0345/0667,M,-,IV,,X,,X,E,D,E,,,X,,X,,,D,C,X,C,X,X
S0345/0668,M,7,I,,X,,X,C,+,+,,,X,,X,,,D,B,X,X,X,X
S0345/0670,M,9,II,,X,,X,B,B,B,,,X,,X,,,C,B,X,X,X,X
S0345/0671,M,12,III,,X,,X,D,C,C,,,X,,X,,,D,C,X,X,X,X
S0345/0672,M,11,III,,X,,X,C,B,C,,,X,,X,,,D,C,X,X,X,X
S0345/0673,M,13,III,,X,,X,D,C,D,,,X,,X,,,D,C,X,X,X,X
S0345/0674,M,12,III,,X,,X,D,C,C,,,X,,X,,,C,C,X,X,X,X
S0345/0675,M,-,IV,,X,,X,C,D,C,,,X,,X,,,D,D,X,X,X,X
