CNO,SEX,AGGT,DIV,ACCOUNTANCY,ADV/MATHS,AGRICULTURE,ARABIC,BAM,BIOLOGY,CHEMISTRY,COMMERCE,COMP/SCIENCE,DIVINITY,ECONOMICS,ENGLISH,F & HN NUTRITION,FRENCH,G/STUDIES,GEOGR,HISTORY,IS/KNOWLEDGE,KISWAHILI,PHYSICS
P0101/0501,F,17,III,X,X,,,X,X,X,X,,,X,X,,,F,S,E,,S,X
P0101/0502,F,15,III,X,X,,,X,X,X,X,,,S,X,,,X,D,E,,X,X
P0101/0503,F,19,IV,X,X,,,F,F,F,X,,,X,X,,,F,E,X,,X,X
P0101/0504,F,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0505,F,-,0,X,X,,,F,S,F,X,,,X,X,,,X,X,X,,X,X
P0101/0506,F,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0507,F,21,0,X,X,,,F,F,F,X,,,X,X,,,X,X,X,,X,F
P0101/0508,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0509,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0510,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0511,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0512,M,-,0,X,X,,,F,F,X,X,,,X,X,,,F,F,X,,X,X
P0101/0513,M,21,0,X,X,,,X,X,X,X,,,X,X,,,F,F,F,,F,X
P0101/0514,M,17,III,X,X,,,X,X,X,X,,,X,X,,,F,E,E,,F,X
P0101/0515,M,19,IV,X,X,,,F,X,X,X,,,F,X,,,F,E,F,,X,X
P0101/0516,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0517,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0518,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0519,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0520,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0521,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0522,M,21,0,X,F,,,X,X,F,X,,,X,X,,,F,X,X,,X,F
P0101/0523,M,20,0,X,F,,,X,X,X,X,,,X,X,,,F,S,X,,X,F
P0101/0524,M,18,IV,X,X,,,X,X,X,X,,,X,S,,,S,S,S,,X,X
P0101/0525,M,20,0,X,F,,,X,X,X,X,,,F,X,,,F,S,X,,X,X
P0101/0526,M,18,IV,X,F,,,X,X,X,X,,,S,X,,,F,E,X,,X,X
P0101/0527,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0528,M,21,0,X,X,,,F,F,F,X,,,X,X,,,F,X,X,,X,F
P0101/0529,M,21,0,X,F,,,X,X,F,X,,,X,X,,,F,X,X,,X,F
P0101/0530,M,16,III,X,X,,,X,X,X,X,,,X,D,,,S,S,S,,X,X
P0101/0531,M,16,III,X,F,,,X,X,X,X,,,E,X,,,E,D,X,,X,X
P0101/0532,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0533,M,19,IV,X,X,,,F,S,F,X,,,X,X,,,F,S,X,,X,X
P0101/0534,M,15,III,X,X,,,X,X,X,X,,,X,E,,,F,X,E,,E,X
P0101/0535,M,21,0,X,F,,,X,X,F,X,,,X,X,,,F,X,X,,X,F
P0101/0536,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0537,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0538,M,-,IV,X,D,,,X,X,X,X,,,X,X,,,F,X,X,,X,E
P0101/0539,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0540,M,17,III,X,X,,,X,X,X,X,,,X,S,,,S,X,S,,E,X
P0101/0541,M,19,IV,X,F,,,X,X,F,X,,,X,X,,,F,X,X,,X,E
P0101/0542,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0543,M,-,IV,X,E,,,X,X,X,X,,,X,X,,,F,F,X,,X,X
P0101/0544,M,18,IV,X,F,,,X,X,X,X,,,E,X,,,F,S,X,,X,X
P0101/0545,M,-,IV,X,X,,,X,X,X,X,,,D,X,,,X,D,X,,X,X
P0101/0546,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0547,M,-,IV,X,X,,,S,E,D,X,,,X,X,,,X,X,X,,X,X
P0101/0548,M,12,II,X,X,,,X,X,X,X,,,X,X,,,D,D,D,,D,X
P0101/0549,M,-,0,X,X,,,X,S,X,X,,,X,X,,,F,F,X,,X,X
P0101/0550,M,14,III,X,X,,,X,X,X,X,,,X,X,,,D,E,E,,D,X
P0101/0551,M,-,ABS,X,X,,,X,X,X,X,,,X,X,,,X,X,X,,X,X
P0101/0552,M,13,III,D,X,,,X,X,X,D,,,E,X,,,X,X,X,,X,X
P0101/0553,M,16,III,X,X,,,F,X,X,X,,,S,X,,,E,E,E,,X,X
P0101/0554,M,19,IV,X,F,,,X,X,E,X,,,X,X,,,F,X,X,,X,F
P0101/0555,M,21,0,X,X,,,F,F,F,X,,,X,X,,,X,X,X,,X,F
P0101/0556,M,-,0,X,X,,,X,X,X,X,,,F,X,,,X,F,X,,X,X
P0101/0557,M,-,IV,X,X,,,X,X,X,X,,,E,X,,,X,X,X,,X,X
P0101/0558,M,15,III,X,X,,,X,E,E,X,,,X,X,,,X,X,X,,X,E
P0104/0501,F,14,III,,X,,,X,X,X,,,,X,D,,,S,X,E,,E,X
P0104/0502,F,17,III,,X,,,X,X,X,,,,X,S,,,F,X,S,,E,X
P0104/0503,F,20,0,,X,,,X,X,X,,,,X,F,,,F,X,F,,S,X
P0104/0504,F,-,0,,X,,,X,X,X,,,,X,F,,,F,X,F,,X,X
P0104/0505,F,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,X
P0104/0506,F,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,X
P0104/0507,F,13,III,,X,,,X,X,X,,,,X,D,,,F,X,D,,E,X
P0104/0508,F,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,X
P0104/0509,F,18,IV,,X,,,X,X,X,,,,X,S,,,F,X,F,,E,X
P0104/0510,F,17,III,,X,,,X,X,X,,,,X,E,,,F,X,S,,S,X
P0104/0511,F,21,0,,X,,,X,X,X,,,,X,F,,,F,F,F,,X,X
P0104/0512,F,14,III,,X,,,X,X,X,,,,X,E,,,F,X,E,,D,X
P0104/0513,F,14,III,,X,,,X,X,X,,,,X,X,,,S,E,E,,D,X
P0104/0514,M,21,0,,F,,,X,X,X,,,,F,X,,,X,F,X,,X,X
P0104/0515,M,21,0,,X,,,F,F,F,,,,X,X,,,F,X,X,,X,F
P0104/0516,M,12,II,,X,,,S,D,D,,,,X,X,,,F,X,X,,X,D
P0104/0517,M,13,III,,X,,,X,X,X,,,,X,D,,,F,X,E,,D,X
P0104/0518,M,17,III,,X,,,F,E,E,,,,X,X,,,F,X,X,,X,F
P0104/0519,M,-,0,,X,,,X,S,F,,,,X,X,,,X,X,X,,X,X
P0104/0520,M,12,II,,X,,,X,X,X,,,,X,D,,,F,D,D,,X,X
P0104/0521,M,15,III,,X,,,X,X,X,,,,X,E,,,S,X,E,,E,X
P0104/0522,M,13,III,,X,,,X,X,X,,,,X,D,,,F,E,D,,X,X
P0104/0523,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,X
P0104/0524,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,X
P0104/0525,M,21,0,,F,,,X,X,F,,,,X,X,,,F,X,X,,X,F
P0104/0526,M,17,III,,X,,,X,X,X,,,,X,X,,,F,S,S,,E,X
P0104/0527,M,21,0,,F,,,X,X,F,,,,X,X,,,F,X,X,,X,F
P0104/0528,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,X
P0104/0529,M,-,0,,F,,,X,X,X,,,,X,X,,,X,X,X,,X,S
P0104/0530,M,20,0,,X,,,F,F,S,,,,X,X,,,F,F,X,,X,X
P0104/0531,M,19,IV,,X,,,F,X,X,,,,F,X,,,E,E,F,,X,X
P0104/0532,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,X
P0104/0533,M,16,III,,X,,,X,X,X,,,,X,E,,,F,F,D,,X,X
P0104/0534,M,18,IV,,X,,,F,E,S,,,,X,X,,,F,X,X,,X,F
P0104/0535,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,X
P0104/0536,M,14,III,,X,,,F,D,E,,,,X,X,,,F,X,X,,X,E
P0104/0537,M,15,III,,X,,,X,X,X,,,,X,E,,,F,X,E,,E,X
P0104/0538,M,13,III,,X,,,X,X,X,,,,X,D,,,F,X,E,,D,X
P0104/0539,M,15,III,,X,,,X,X,X,,,,X,D,,,E,X,E,,S,X
P0104/0540,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,X
P0104/0541,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,X
P0104/0542,M,-,IV,,X,,,X,X,X,,,,X,F,,,F,X,E,,X,X
P0104/0543,F,20,0,,X,,,F,F,F,,,,X,X,,,F,S,X,,X,X
P0104/0544,F,20,0,,X,,,X,X,X,,,,X,F,,,S,F,S,,X,X
P0110/0501,F,18,IV,X,X,,,X,X,X,X,,X,X,F,,,F,X,F,,D,X
P0110/0502,F,-,IV,X,X,,,X,X,X,X,,X,X,S,,,F,X,S,,X,X
P0110/0503,F,-,IV,X,X,,,X,X,X,X,,X,X,E,,,X,X,E,,X,X
P0110/0504,F,12,II,X,X,,,X,X,X,X,,X,X,D,,,F,X,E,,C,X
P0110/0505,F,20,0,X,X,,,F,F,F,X,,X,X,X,,,F,S,X,,X,X
P0110/0506,F,18,IV,X,X,,,X,X,X,X,,X,X,X,,,F,F,S,,E,X
P0110/0507,F,14,III,X,X,,,X,X,X,X,,X,X,E,,,F,X,E,,D,X
P0110/0508,F,11,II,X,X,,,X,X,X,X,,X,X,D,,,F,X,D,,C,X
P0110/0509,F,18,IV,X,X,,,X,X,X,X,,X,X,S,,,F,F,E,,X,X
P0110/0510,F,18,IV,X,X,,,X,X,X,X,,X,X,S,,,F,X,F,,E,X
P0110/0511,F,15,III,X,X,,,X,X,X,X,,X,X,E,,,F,X,S,,D,X
P0110/0512,F,12,II,X,X,,,X,X,X,X,,X,X,E,,,S,X,C,,D,X
P0110/0513,F,21,0,X,F,,,X,X,X,X,,X,F,X,,,F,F,X,,X,X
P0110/0514,F,18,IV,X,X,,,X,X,X,X,,X,X,E,,,F,F,S,,X,X
P0110/0515,F,14,III,X,X,,,X,X,X,X,,X,X,X,,,F,S,E,,C,X
P0110/0516,F,17,III,X,X,,,X,X,X,X,,X,X,F,,,F,X,E,,E,X
P0110/0517,F,-,ABS,X,X,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0518,F,16,III,X,X,,,X,X,X,X,,X,X,X,,,F,F,E,,D,X
P0110/0519,F,12,II,X,X,,,X,X,X,X,,X,X,D,,,F,X,D,,D,X
P0110/0520,F,14,III,X,X,,,X,X,X,X,,X,X,D,,,F,X,S,,D,X
P0110/0521,F,12,II,X,X,,,X,X,X,X,,X,X,X,,,F,E,D,,C,X
P0110/0522,F,14,III,X,X,,,X,X,X,X,,X,X,E,,,F,X,E,,D,X
P0110/0523,F,13,III,X,X,,,X,X,X,X,,X,X,D,,,F,X,E,,D,X
P0110/0524,F,14,III,X,X,,,X,X,X,X,,X,X,E,,,F,X,E,,D,X
P0110/0525,F,13,III,X,X,,,X,X,X,X,,X,X,D,,,F,X,E,,D,X
P0110/0526,F,11,II,X,X,,,X,X,X,X,,X,X,D,,,F,X,D,,C,X
P0110/0527,F,18,IV,X,X,,,X,X,X,X,,X,X,X,,,F,F,S,,E,X
P0110/0528,F,10,II,X,X,,,X,X,X,X,,X,X,C,,,F,X,D,,C,X
P0110/0529,F,11,II,X,X,,,X,X,X,X,,X,X,C,,,F,X,E,,C,X
P0110/0530,F,17,III,X,X,,,X,X,X,X,,X,X,E,,,F,F,E,,X,X
P0110/0531,F,-,ABS,X,X,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0532,F,15,III,X,X,,,X,X,X,X,,X,X,E,,,F,X,E,,E,X
P0110/0533,F,15,III,X,X,,,X,X,X,X,,X,X,E,,,F,X,S,,D,X
P0110/0534,F,-,ABS,X,X,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0535,F,11,II,X,X,,,X,X,X,X,,X,X,C,,,F,X,D,,D,X
P0110/0536,F,14,III,X,X,,,X,X,X,X,,X,X,E,,,F,X,E,,D,X
P0110/0537,F,13,III,X,X,,,X,X,X,X,,X,X,X,,,F,E,E,,C,X
P0110/0538,F,18,IV,X,X,,,X,X,X,X,,X,X,F,,,F,X,F,,D,X
P0110/0539,F,13,III,X,X,,,X,X,X,X,,X,X,X,,,F,E,E,,C,X
P0110/0540,F,11,II,X,X,,,X,X,X,X,,X,X,D,,,E,X,D,,C,X
P0110/0541,F,13,III,X,X,,,F,X,X,X,,X,E,X,,,F,D,D,,X,X
P0110/0542,F,16,III,X,X,,,X,X,X,X,,X,X,F,,,F,X,E,,D,X
P0110/0543,F,17,III,X,X,,,X,X,X,X,,X,X,S,,,F,X,E,,S,X
P0110/0544,F,12,II,X,X,,,X,X,X,X,,X,X,X,,,F,E,D,,C,X
P0110/0545,F,14,III,X,X,,,X,X,X,X,,X,X,X,,,F,S,E,,C,X
P0110/0546,F,13,III,X,X,,,X,X,X,X,,X,X,D,,,F,X,E,,D,X
P0110/0547,F,15,III,X,X,,,X,X,X,X,,X,X,E,,,S,E,E,,X,X
P0110/0548,F,18,IV,X,X,,,X,X,X,X,,X,X,F,,,X,X,S,,E,X
P0110/0549,F,21,0,X,X,,,F,F,F,X,,X,X,X,,,F,X,X,,X,F
P0110/0550,F,-,ABS,X,X,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0551,F,14,III,X,X,,,X,X,X,X,,X,X,X,,,F,E,E,,D,X
P0110/0552,F,13,III,X,X,,,X,X,X,X,,X,X,D,,,F,X,S,,C,X
P0110/0553,F,-,ABS,X,X,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0554,F,14,III,X,X,,,X,X,X,X,,X,X,X,,,S,S,D,,D,X
P0110/0555,F,11,II,X,X,,,X,X,X,X,,X,X,D,,,S,X,E,,B,X
P0110/0556,F,13,III,X,X,,,X,X,X,X,,X,X,E,,,F,X,D,,D,X
P0110/0557,F,17,III,X,X,,,X,X,X,X,,X,X,X,,,F,F,E,,E,X
P0110/0558,F,-,IV,X,X,,,X,X,X,X,,X,X,E,,,S,X,E,,X,X
P0110/0559,F,18,IV,X,X,,,X,X,X,X,,X,X,S,,,F,X,F,,E,X
P0110/0560,F,19,IV,X,X,,,X,X,X,X,,X,X,X,,,F,F,F,,E,X
P0110/0561,F,-,IV,X,X,,,X,X,X,X,,X,X,E,,,X,X,E,,X,X
P0110/0562,F,20,0,X,X,,,X,X,X,X,,X,X,X,,,S,F,F,,S,X
P0110/0563,F,11,II,X,X,,,X,X,X,X,,X,X,C,,,F,X,D,,D,X
P0110/0564,F,14,III,X,X,,,X,X,X,X,,X,X,E,,,F,X,E,,D,X
P0110/0565,F,16,III,X,F,,,X,X,X,X,,X,E,X,,,F,D,X,,X,X
P0110/0566,F,12,II,X,X,,,X,X,X,X,,X,X,X,,,S,D,D,,D,X
P0110/0567,F,15,III,X,X,,,X,X,X,X,,X,X,E,,,F,X,E,,E,X
P0110/0568,F,13,III,X,X,,,X,X,X,X,,X,X,S,,,S,X,D,,C,X
P0110/0569,F,-,IV,X,E,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0570,F,-,0,X,X,,,X,X,X,X,,X,X,F,,,F,X,F,,X,X
P0110/0571,F,12,II,X,X,,,X,X,X,X,,X,X,D,,,F,X,D,,D,X
P0110/0572,F,12,II,X,X,,,X,X,X,X,,X,X,X,,,F,E,D,,C,X
P0110/0573,F,18,IV,X,X,,,X,X,X,X,,X,X,S,,,X,X,F,,E,X
P0110/0574,F,12,II,X,X,,,X,X,X,X,,X,X,D,,,F,X,D,,D,X
P0110/0575,F,14,III,X,X,,,X,X,X,X,,X,X,D,,,F,X,E,,E,X
P0110/0576,F,18,IV,X,X,,,X,X,X,X,,X,X,X,,,F,F,S,,E,X
P0110/0577,F,12,II,X,X,,,X,X,X,X,,X,X,D,,,F,X,E,,C,X
P0110/0578,F,13,III,X,X,,,X,X,X,X,,X,X,D,,,S,X,S,,C,X
P0110/0579,F,-,IV,X,X,,,X,X,X,X,,X,X,E,,,X,X,F,,X,X
P0110/0580,F,14,III,X,X,,,X,X,X,X,,X,X,E,,,F,X,E,,D,X
P0110/0581,F,19,IV,X,X,,,X,X,X,X,,X,X,S,,,F,F,S,,X,X
P0110/0582,F,18,IV,X,X,,,X,X,X,X,,X,X,S,,,F,X,F,,E,X
P0110/0583,F,14,III,X,X,,,X,X,X,X,,X,X,E,,,F,X,E,,D,X
P0110/0584,F,13,III,X,X,,,F,X,X,X,,X,E,X,,,E,D,D,,X,X
P0110/0585,F,12,II,X,X,,,X,X,X,X,,X,X,D,,,S,X,D,,D,X
P0110/0586,F,18,IV,X,X,,,X,X,X,X,,X,X,F,,,F,X,S,,E,X
P0110/0587,M,-,0,X,F,,,X,X,X,X,,X,X,X,,,F,X,X,,X,F
P0110/0588,M,18,IV,X,X,,,X,X,X,X,,X,X,S,,,F,X,F,,E,X
P0110/0589,M,-,ABS,X,X,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0590,M,16,III,X,X,,,X,X,X,X,,X,X,X,,,F,S,E,,E,X
P0110/0591,M,14,III,X,X,,,X,X,X,X,,X,X,D,,,F,E,E,,X,X
P0110/0592,M,16,III,X,X,,,F,E,E,X,,X,X,X,,,X,X,X,,X,S
P0110/0593,M,13,III,X,X,,,X,X,X,X,,X,X,X,,,F,E,D,,D,X
P0110/0594,M,16,III,X,X,,,X,X,X,X,,X,X,S,,,F,X,E,,E,X
P0110/0595,M,14,III,X,X,,,X,X,X,X,,X,X,E,,,F,E,D,,X,X
P0110/0596,M,20,0,X,X,,,X,X,X,X,,X,X,X,,,F,F,F,,S,X
P0110/0597,M,21,0,X,X,,,X,X,X,X,,X,X,F,,,F,X,F,,F,X
P0110/0598,M,13,III,X,X,,,F,X,X,X,,X,D,X,,,F,E,D,,X,X
P0110/0599,M,20,0,X,X,,,X,X,X,X,,X,X,F,,,F,F,S,,X,X
P0110/0600,M,19,IV,X,X,,,X,X,X,X,,X,X,F,,,F,X,F,,E,X
P0110/0601,M,21,0,X,X,,,F,F,F,X,,X,X,X,,,F,F,X,,X,X
P0110/0602,M,11,II,X,X,,,X,X,X,X,,X,X,D,,,D,X,C,,D,X
P0110/0603,M,-,ABS,X,X,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0604,M,13,III,X,X,,,X,X,X,X,,X,X,X,,,F,E,D,,D,X
P0110/0605,M,15,III,X,X,,,F,X,X,X,,X,S,X,,,F,E,D,,X,X
P0110/0606,M,18,IV,X,X,,,X,X,X,X,,X,X,X,,,F,F,E,,S,X
P0110/0607,M,14,III,X,X,,,X,X,X,X,,X,X,E,,,F,X,E,,D,X
P0110/0608,M,15,III,X,X,,,X,X,X,X,,X,X,E,,,F,X,E,,E,X
P0110/0609,M,-,0,X,X,,,F,S,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0610,M,10,II,X,X,,,X,X,X,X,,X,X,C,,,F,X,D,,C,X
P0110/0611,M,13,III,X,X,,,X,X,X,X,,X,X,D,,,F,E,D,,X,X
P0110/0612,M,17,III,X,X,,,F,D,S,X,,X,X,X,,,F,X,X,,X,F
P0110/0613,M,21,0,X,X,,,F,F,F,X,,X,X,X,,,F,F,X,,X,X
P0110/0614,M,-,ABS,X,X,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0615,M,15,III,X,X,,,X,X,X,X,,X,X,E,,,F,X,E,,E,X
P0110/0616,M,16,III,X,X,,,X,X,X,X,,X,X,E,,,F,X,S,,E,X
P0110/0617,M,14,III,X,X,,,X,X,X,X,,X,X,X,,,F,E,E,,D,X
P0110/0618,M,15,III,X,X,,,X,X,X,X,,X,X,S,,,S,X,E,,D,X
P0110/0619,M,18,IV,X,F,,,X,X,X,X,,X,E,X,,,S,S,X,,X,X
P0110/0620,M,16,III,X,F,,,X,X,X,X,,X,D,X,,,F,E,X,,X,X
P0110/0621,M,14,III,X,X,,,X,X,X,X,,X,X,X,,,F,S,D,,D,X
P0110/0622,M,15,III,X,X,,,X,X,X,X,,X,X,X,,,F,F,D,,D,X
P0110/0623,M,14,III,X,X,,,X,X,X,X,,X,X,S,,,F,X,D,,D,X
P0110/0624,M,15,III,X,X,,,X,X,X,X,,X,X,E,,,F,E,E,,X,X
P0110/0625,M,17,III,X,X,,,X,X,X,X,,X,X,X,,,F,F,S,,D,X
P0110/0626,M,10,II,X,X,,,X,X,X,X,,X,X,C,,,F,X,D,,C,X
P0110/0627,M,21,0,X,F,,,X,X,F,X,,X,X,X,,,F,X,X,,X,F
P0110/0628,M,16,III,X,X,,,X,X,X,X,,X,X,E,,,F,X,S,,E,X
P0110/0629,M,12,II,X,X,,,X,X,X,X,,X,X,D,,,E,D,D,,X,X
P0110/0630,M,-,0,X,S,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0631,M,-,ABS,X,X,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0632,M,16,III,X,X,,,X,X,X,X,,X,X,S,,,F,E,E,,X,X
P0110/0633,M,13,III,X,X,,,X,X,X,X,,X,X,D,,,F,X,E,,D,X
P0110/0634,M,-,ABS,X,X,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0635,M,13,III,X,X,,,X,X,X,X,,X,X,S,,,F,X,D,,C,X
P0110/0636,M,14,III,X,X,,,X,X,X,X,,X,X,E,,,F,X,D,,E,X
P0110/0637,M,17,III,X,X,,,F,X,X,X,,X,S,X,,,F,S,E,,X,X
P0110/0638,M,12,II,X,X,,,X,X,X,X,,X,X,D,,,E,X,D,,D,X
P0110/0639,M,-,ABS,X,X,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0640,M,-,ABS,X,X,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0641,M,14,III,X,X,,,X,X,X,X,,X,X,D,,,F,E,E,,X,X
P0110/0642,M,20,0,X,X,,,F,S,F,X,,X,X,X,,,F,X,X,,X,F
P0110/0643,M,12,II,X,X,,,X,X,X,X,,D,X,X,,,F,E,D,,C,X
P0110/0644,M,19,IV,X,X,,,X,X,X,X,,X,X,F,,,F,X,F,,E,X
P0110/0645,M,14,III,X,X,,,X,X,X,X,,X,X,E,,,S,E,D,,X,X
P0110/0646,M,15,III,X,X,,,X,X,X,X,,X,X,X,,,F,S,E,,D,X
P0110/0647,M,-,0,X,F,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0648,M,14,III,X,X,,,F,X,X,X,,X,E,X,,,F,E,D,,X,X
P0110/0649,M,18,IV,X,X,,,X,X,X,X,,X,X,S,,,F,F,E,,X,X
P0110/0650,M,16,III,X,X,,,X,X,X,X,,X,X,X,,,F,E,S,,E,X
P0110/0651,M,13,III,X,X,,,X,X,X,X,,X,X,E,,,S,X,D,,D,X
P0110/0652,M,12,II,X,X,,,X,X,X,X,,X,X,D,,,F,X,D,,D,X
P0110/0653,M,16,III,X,X,,,X,X,X,X,,X,X,F,,,F,X,D,,E,X
P0110/0654,M,-,ABS,X,X,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0655,M,17,III,X,X,,,X,X,X,X,,X,X,X,,,F,F,E,,E,X
P0110/0656,M,20,0,X,X,,,F,X,X,X,,X,F,X,,,F,F,S,,X,X
P0110/0657,M,-,0,X,X,,,S,X,X,X,,X,F,X,,,X,X,X,,X,X
P0110/0658,M,-,0,X,F,,,X,X,X,X,,X,X,X,,,X,S,X,,X,X
P0110/0659,M,18,IV,X,X,,,X,X,X,X,,X,X,X,,,F,F,E,,S,X
P0110/0660,M,21,0,X,F,,,X,X,F,X,,X,X,X,,,F,X,X,,X,F
P0110/0661,M,13,III,X,X,,,X,X,X,X,,X,X,D,,,F,X,E,,D,X
P0110/0662,M,17,III,X,F,,,X,X,X,X,,X,D,X,,,F,S,X,,X,X
P0110/0663,M,-,ABS,X,X,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0664,M,-,IV,X,F,,,X,X,X,X,,X,X,X,,,X,X,X,,X,E
P0110/0665,M,14,III,X,X,,,X,X,X,X,,X,X,E,,,S,X,E,,D,X
P0110/0666,M,11,II,X,D,,,X,X,D,X,,X,X,X,,,F,X,X,,X,C
P0110/0667,M,8,I,X,X,,,X,X,X,X,,X,X,B,,,F,X,D,,B,X
P0110/0668,M,-,ABS,X,X,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0669,M,17,III,X,X,,,X,X,X,X,,X,X,F,,,F,X,E,,E,X
P0110/0670,M,14,III,X,X,,,X,X,X,X,,X,X,E,,,F,E,D,,X,X
P0110/0671,M,12,II,X,X,,,X,X,X,X,,X,X,X,,,S,D,E,,C,X
P0110/0672,M,17,III,X,X,,,X,X,X,X,,X,X,X,,,F,F,E,,E,X
P0110/0673,M,18,IV,X,F,,,X,X,X,X,,X,E,X,,,F,S,X,,X,X
P0110/0674,M,11,II,X,X,,,X,X,X,X,,X,X,X,,,F,D,D,,C,X
P0110/0675,M,19,IV,X,X,,,X,X,X,X,,X,X,X,,,F,F,S,,S,X
P0110/0676,M,16,III,X,X,,,X,X,X,X,,X,X,E,,,S,S,E,,X,X
P0110/0677,M,21,0,X,F,,,X,X,X,X,,X,F,X,,,F,F,X,,X,X
P0110/0678,M,21,0,X,X,,,F,F,F,X,,X,X,X,,,F,X,X,,X,F
P0110/0679,M,-,0,X,X,,,X,X,X,X,,X,X,F,,,F,X,S,,X,X
P0110/0680,M,14,III,X,X,,,X,X,X,X,,X,X,E,,,F,D,E,,X,X
P0110/0681,M,12,II,X,X,,,F,X,X,X,,X,D,X,,,F,D,D,,X,X
P0110/0682,M,12,II,X,X,,,X,X,X,X,,X,X,D,,,S,X,D,,D,X
P0110/0683,M,13,III,X,X,,,X,X,X,X,,X,X,D,,,F,X,E,,D,X
P0110/0684,M,15,III,X,X,,,X,X,X,X,,X,X,E,,,S,E,E,,X,X
P0110/0685,M,11,II,X,X,,,X,X,X,X,,X,X,C,,,E,X,D,,D,X
P0110/0686,M,-,ABS,X,X,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0687,M,21,0,X,F,,,X,X,F,X,,X,X,X,,,F,X,X,,X,F
P0110/0688,M,12,II,X,X,,,X,X,X,X,,X,X,X,,,F,E,D,,C,X
P0110/0689,M,14,III,X,X,,,X,X,X,X,,X,X,E,,,F,X,D,,E,X
P0110/0690,M,14,III,X,X,,,X,X,X,X,,X,X,E,,,F,E,D,,X,X
P0110/0691,M,21,0,X,F,,,X,X,X,X,,X,X,X,,,F,F,X,,X,F
P0110/0692,M,-,ABS,X,X,,,X,X,X,X,,X,X,X,,,X,X,X,,X,X
P0110/0693,M,16,III,X,X,,,X,X,X,X,,X,X,X,,,F,S,E,,E,X
