CNO,SEX,AGGT,DIV,ACCOUNTANCY,ADV/MATHS,AGRICULTURE,ARABIC,BAM,BIOLOGY,CHEMISTRY,COMMERCE,COMP/SCIENCE,DIVINITY,ECONOMICS,ENGLISH,F & HN NUTRITION,FRENCH,G/STUDIES,GEOGR,HISTORY,IS/KNOWLEDGE,KISWAHILI,PHYSICS
S1648/0577,M,6,I,,,,,,,,,,,,X,,,D,B,B,,B,
S1648/0578,M,8,I,,,,,,,,,,,,B,,,S,X,C,,C,
S1648/0579,M,11,II,,,,,,,,,,,,X,,,F,D,C,,D,
S1648/0580,M,9,I,,,,,,,,,,,,C,,,S,X,C,,C,
S1648/0581,M,10,II,,,,,,,,,,,,X,,,S,D,C,,C,
S1648/0582,M,7,I,,,,,,,,,,,,B,,,S,X,C,,B,
S1648/0583,M,9,I,,,,,,,,,,,,C,,,S,X,C,,C,
S1648/0584,M,8,I,,,,,,,,,,,,X,,,E,B,B,,D,
S1648/0585,M,9,I,,,,,,,,,,,,C,,,S,X,D,,B,
S1648/0586,M,10,II,,,,,,,,,,,,C,,,F,X,C,,D,
S1648/0587,M,9,I,,,,,,,,,,,,X,,,E,C,C,,C,
S1648/0588,M,8,I,,,,,,,,,,,,C,,,E,X,C,,B,
S1648/0589,M,7,I,,,,,,,,,,,,B,,,E,X,C,,B,
S1648/0590,M,10,II,,,,,,,,,,,,C,,,E,X,D,,C,
S1648/0591,M,11,II,,,,,,,,,,,,X,,,E,E,C,,C,
S1648/0592,M,9,I,,,,,,,,,,,,X,,,S,C,C,,C,
S1661/0501,F,18,IV,,,,,F,S,S,,,,,,,,F,,,,,S
S1661/0502,F,16,III,,,,,F,E,S,,,,,,,,F,,,,,E
S1661/0503,F,-,ABS,,,,,X,X,X,,,,,,,,X,,,,,X
S1661/0504,F,11,II,,,,,S,C,D,,,,,,,,E,,,,,D
S1661/0505,F,14,III,,,,,S,D,E,,,,,,,,S,,,,,E
S1661/0506,F,15,III,,,,,F,E,E,,,,,,,,S,,,,,E
S1661/0507,F,7,I,,,,,D,C,B,,,,,,,,D,,,,,B
S1661/0508,F,9,I,,,,,D,C,C,,,,,,,,E,,,,,C
S1661/0509,F,13,III,,,,,F,D,D,,,,,,,,E,,,,,E
S1661/0510,F,6,I,,,,,C,C,B,,,,,,,,D,,,,,A
S1665/0501,F,10,II,,X,,X,S,X,X,,,,B,X,,,S,D,D,E,X,X
S1665/0502,F,12,II,,X,,X,X,X,X,,,,X,D,,,E,X,E,E,C,X
S1665/0503,F,14,III,,X,,F,X,X,X,,,,X,D,,,F,X,X,E,C,X
S1665/0504,F,16,III,,X,,X,F,S,S,,,,X,X,,,F,D,X,F,X,X
S1665/0505,F,15,III,,X,,X,S,E,E,,,,X,X,,,S,E,X,E,X,X
S1665/0506,F,14,III,,F,,X,X,X,X,,,,D,X,,,E,C,X,S,X,X
S1665/0507,F,15,III,,X,,X,F,S,E,,,,X,X,,,S,D,X,E,X,X
S1665/0508,F,16,III,,X,,X,F,X,X,,,,D,X,,,F,S,S,F,X,X
S1665/0509,F,12,II,,X,,X,X,X,X,,,,X,D,,,F,X,E,E,C,X
S1665/0510,F,10,II,,X,,X,F,X,X,,,,C,X,,,E,D,C,D,X,X
S1665/0511,F,12,II,,X,,X,X,X,X,,,,X,D,,,F,X,E,F,C,X
S1665/0512,F,11,II,,X,,E,X,X,X,,,,X,C,,,F,X,X,E,C,X
S1665/0513,F,14,III,,X,,X,X,X,X,,,,X,D,,,F,X,F,F,C,X
S1665/0514,F,11,II,,X,,X,X,X,X,,,,X,C,,,E,D,D,S,X,X
S1665/0515,F,10,II,,X,,X,X,X,X,,,,X,C,,,E,X,D,D,C,X
S1665/0516,F,10,II,,X,,X,X,X,X,,,,X,C,,,F,X,D,S,C,X
S1665/0517,F,12,II,,X,,X,X,X,X,,,,X,C,,,E,D,E,E,X,X
S1665/0518,F,9,I,,X,,X,S,X,X,,,,C,X,,,E,C,C,E,X,X
S1665/0519,F,9,I,,X,,X,E,X,X,,,,B,X,,,E,C,D,D,X,X
S1665/0520,F,14,III,,X,,X,X,X,X,,,,X,D,,,F,X,S,F,D,X
S1665/0521,F,17,III,,X,,X,S,E,E,,,,X,X,,,E,X,X,E,X,F
S1665/0522,F,14,III,,X,,X,F,E,E,,,,X,X,,,E,D,X,S,X,X
S1665/0523,F,12,II,,X,,X,F,X,X,,,,D,X,,,F,D,D,S,X,X
S1665/0524,F,17,III,,X,,X,F,E,E,,,,X,X,,,E,X,X,S,X,F
S1665/0525,M,18,IV,,X,,X,F,F,F,,,,X,X,,,E,D,X,D,X,X
S1665/0526,M,10,II,,X,,X,X,X,X,,,,X,C,,,E,X,D,E,C,X
S1665/0527,M,14,III,,X,,F,X,X,X,,,,X,D,,,S,X,X,S,C,X
S1665/0528,M,13,III,,X,,X,X,X,X,,,,X,E,,,E,D,D,E,X,X
S1665/0529,M,15,III,,X,,X,F,X,X,,,,E,X,,,S,E,E,F,X,X
S1665/0530,M,15,III,,X,,X,S,D,E,,,,X,X,,,F,X,X,S,X,S
S1665/0531,M,12,II,,X,,X,S,D,D,,,,X,X,,,S,D,X,F,X,X
S1668/0501,F,11,II,,E,,,X,,,,,,C,X,,,S,C,X,,X,
S1668/0502,F,12,II,,E,,,X,,,,,,C,X,,,E,D,X,,X,
S1668/0503,F,15,III,,F,,,X,,,,,,D,X,,,F,D,X,,X,
S1668/0504,F,13,III,,E,,,X,,,,,,D,X,,,E,D,X,,X,
S1668/0505,F,15,III,,F,,,X,,,,,,D,X,,,S,D,X,,X,
S1668/0506,F,16,III,,F,,,X,,,,,,D,X,,,E,E,X,,X,
S1668/0507,F,12,II,,E,,,X,,,,,,C,X,,,E,D,X,,X,
S1668/0508,F,14,III,,F,,,X,,,,,,C,X,,,F,D,X,,X,
S1668/0509,F,16,III,,F,,,X,,,,,,D,X,,,S,E,X,,X,
S1668/0510,F,14,III,,F,,,X,,,,,,C,X,,,S,D,X,,X,
S1668/0511,F,13,III,,E,,,X,,,,,,D,X,,,E,D,X,,X,
S1668/0512,F,11,II,,E,,,X,,,,,,C,X,,,E,C,X,,X,
S1668/0513,F,14,III,,E,,,X,,,,,,D,X,,,E,E,X,,X,
S1668/0514,F,10,II,,X,,,D,,,,,,C,X,,,E,D,C,,X,
S1668/0515,F,11,II,,X,,,F,,,,,,C,X,,,E,D,D,,X,
S1668/0516,F,12,II,,X,,,F,,,,,,D,X,,,E,D,D,,X,
S1668/0517,F,11,II,,X,,,F,,,,,,C,X,,,E,D,D,,X,
S1668/0518,F,11,II,,X,,,F,,,,,,C,X,,,S,D,D,,X,
S1668/0519,F,11,II,,X,,,F,,,,,,C,X,,,E,D,D,,X,
S1668/0520,F,11,II,,X,,,E,,,,,,C,X,,,E,D,D,,X,
S1668/0521,F,10,II,,X,,,E,,,,,,C,X,,,E,C,D,,X,
S1668/0522,F,11,II,,X,,,F,,,,,,C,X,,,E,D,D,,X,
S1668/0523,F,13,III,,X,,,F,,,,,,D,X,,,F,E,D,,X,
S1668/0525,F,12,II,,X,,,F,,,,,,D,X,,,E,D,D,,X,
S1668/0526,F,10,II,,X,,,F,,,,,,C,X,,,E,D,C,,X,
S1668/0527,F,9,I,,X,,,F,,,,,,C,X,,,E,C,C,,X,
S1668/0528,F,13,III,,X,,,F,,,,,,D,X,,,E,D,E,,X,
S1668/0529,F,12,II,,X,,,X,,,,,,X,X,,,E,D,D,,D,
S1668/0530,F,11,II,,X,,,X,,,,,,X,X,,,S,D,C,,D,
S1668/0531,F,12,II,,X,,,X,,,,,,X,X,,,S,D,D,,D,
S1668/0532,F,12,II,,X,,,X,,,,,,X,X,,,S,D,D,,D,
S1668/0533,F,13,III,,X,,,X,,,,,,X,X,,,F,D,E,,D,
S1668/0534,F,12,II,,X,,,X,,,,,,X,X,,,S,D,D,,D,
S1668/0535,F,11,II,,X,,,X,,,,,,X,X,,,F,D,D,,C,
S1668/0536,F,12,II,,X,,,X,,,,,,X,X,,,E,D,D,,D,
S1668/0537,F,11,II,,X,,,X,,,,,,X,X,,,E,D,D,,C,
S1668/0538,F,12,II,,X,,,X,,,,,,X,X,,,D,D,D,,D,
S1668/0539,F,9,I,,X,,,X,,,,,,X,X,,,E,D,C,,B,
S1668/0540,F,10,II,,X,,,X,,,,,,X,X,,,E,C,D,,C,
S1668/0541,F,12,II,,X,,,X,,,,,,X,X,,,S,E,D,,C,
S1668/0542,F,11,II,,X,,,X,,,,,,X,X,,,E,D,C,,D,
S1668/0543,F,12,II,,X,,,X,,,,,,X,X,,,S,E,D,,C,
S1668/0544,F,13,III,,X,,,X,,,,,,X,X,,,E,D,E,,D,
S1668/0545,F,11,II,,X,,,X,,,,,,X,X,,,F,D,D,,C,
S1668/0546,F,11,II,,X,,,X,,,,,,X,X,,,F,D,D,,C,
S1668/0547,F,14,III,,X,,,X,,,,,,X,X,,,S,E,E,,D,
S1668/0548,F,11,II,,X,,,X,,,,,,X,X,,,E,D,D,,C,
S1668/0549,F,11,II,,X,,,X,,,,,,X,X,,,S,C,D,,D,
S1668/0550,F,10,II,,X,,,X,,,,,,X,C,,,E,C,D,,X,
S1668/0551,F,11,II,,X,,,X,,,,,,X,C,,,S,D,D,,X,
S1668/0552,F,11,II,,X,,,X,,,,,,X,C,,,E,D,D,,X,
S1668/0553,F,10,II,,X,,,X,,,,,,X,C,,,E,D,C,,X,
S1668/0554,F,11,II,,X,,,X,,,,,,X,C,,,E,D,D,,X,
S1668/0555,F,13,III,,X,,,X,,,,,,X,D,,,E,E,D,,X,
S1668/0556,F,11,II,,X,,,X,,,,,,X,C,,,S,D,D,,X,
S1668/0557,F,11,II,,X,,,X,,,,,,X,C,,,S,D,D,,X,
S1668/0558,F,10,II,,X,,,X,,,,,,X,C,,,E,D,C,,X,
S1668/0559,F,11,II,,X,,,X,,,,,,X,D,,,E,D,C,,X,
S1668/0560,F,11,II,,X,,,X,,,,,,X,C,,,F,D,D,,X,
S1668/0561,F,10,II,,X,,,X,,,,,,X,C,,,E,D,C,,X,
S1668/0562,F,13,III,,X,,,X,,,,,,X,D,,,F,E,D,,X,
S1668/0563,F,12,II,,X,,,X,,,,,,X,C,,,E,E,D,,X,
S1668/0564,F,13,III,,X,,,X,,,,,,X,D,,,E,E,D,,X,
S1668/0565,F,10,II,,X,,,X,,,,,,X,C,,,E,D,C,,X,
S1668/0566,F,12,II,,X,,,X,,,,,,X,C,,,E,E,D,,X,
S1668/0567,F,9,I,,X,,,X,,,,,,X,C,,,S,C,C,,X,
S1668/0568,F,9,I,,X,,,X,,,,,,X,C,,,E,X,C,,C,
S1668/0569,F,10,II,,X,,,X,,,,,,X,C,,,E,X,D,,C,
S1668/0570,F,14,III,,X,,,X,,,,,,X,E,,,S,X,E,,D,
S1668/0571,F,10,II,,X,,,X,,,,,,X,C,,,E,X,D,,C,
S1668/0572,F,10,II,,X,,,X,,,,,,X,C,,,E,X,D,,C,
S1668/0573,F,11,II,,X,,,X,,,,,,X,C,,,E,X,D,,D,
S1668/0574,F,10,II,,X,,,X,,,,,,X,C,,,S,X,D,,C,
S1668/0575,F,14,III,,X,,,X,,,,,,X,E,,,S,X,E,,D,
S1668/0576,F,13,III,,X,,,X,,,,,,X,E,,,F,X,D,,D,
S1668/0577,F,11,II,,X,,,X,,,,,,X,C,,,S,X,D,,D,
S1668/0578,F,11,II,,X,,,X,,,,,,X,C,,,S,X,D,,D,
S1668/0579,F,12,II,,X,,,X,,,,,,X,D,,,F,X,D,,D,
S1668/0580,F,12,II,,X,,,X,,,,,,X,D,,,S,X,D,,D,
S1668/0581,F,12,II,,X,,,X,,,,,,X,D,,,S,X,D,,D,
S1668/0582,F,11,II,,X,,,X,,,,,,X,C,,,D,X,D,,D,
S1668/0583,F,10,II,,X,,,X,,,,,,X,C,,,E,X,D,,C,
S1668/0584,F,9,I,,X,,,X,,,,,,X,C,,,E,X,C,,C,
S1668/0585,F,11,II,,X,,,X,,,,,,X,D,,,S,X,D,,C,
S1668/0586,F,13,III,,X,,,X,,,,,,X,D,,,F,X,E,,D,
S1668/0587,F,12,II,,X,,,X,,,,,,X,D,,,E,X,D,,D,
S1668/0588,F,11,II,,X,,,X,,,,,,X,D,,,F,X,D,,C,
S1668/0589,F,8,I,,X,,,X,,,,,,X,B,,,E,X,C,,C,
S1668/0590,F,10,II,,X,,,X,,,,,,X,C,,,E,X,D,,C,
S1668/0591,F,11,II,,X,,,X,,,,,,X,C,,,S,X,D,,D,
S1668/0592,F,10,II,,X,,,X,,,,,,X,C,,,E,X,D,,C,
S1668/0593,F,9,I,,X,,,X,,,,,,X,C,,,E,X,C,,C,
S1688/0501,F,9,I,X,,,,X,,,X,,,X,X,,,E,C,C,,C,
S1688/0502,F,14,III,E,,,,F,,,E,,,D,X,,,S,X,X,,X,
S1688/0503,F,12,II,X,,,,X,,,X,,,X,D,,,S,X,E,,C,
S1688/0504,M,13,III,X,,,,F,,,X,,,D,X,,,S,E,D,,X,
S1688/0505,M,-,ABS,X,,,,X,,,X,,,X,X,,,X,X,X,,X,
S1688/0506,M,16,III,F,,,,F,,,E,,,D,X,,,S,X,X,,X,
S1688/0507,M,10,II,X,,,,F,,,X,,,C,X,,,S,D,C,,X,
S1688/0508,M,12,II,X,,,,X,,,X,,,X,D,,,S,E,C,,X,
S1688/0509,M,12,II,X,,,,X,,,X,,,X,D,,,S,X,D,,D,
S1689/0501,F,15,III,,X,,,F,E,E,,,,X,X,,,F,E,X,,X,X
S1689/0502,F,20,0,,F,,,X,X,X,,,,X,X,,,F,S,X,,X,F
S1689/0503,F,15,III,,X,,,E,D,E,,,,X,X,,,S,X,X,,X,S
S1689/0504,F,15,III,,F,,,X,X,X,,,,D,X,,,E,D,X,,X,X
S1689/0505,F,15,III,,X,,,F,E,E,,,,X,X,,,S,X,X,,X,E
S1689/0506,M,12,II,,X,,,X,X,X,,,,X,D,,,S,X,D,,D,X
S1689/0507,M,14,III,,S,,,X,X,X,,,,D,X,,,S,D,X,,X,X
S1689/0508,M,12,II,,X,,,D,D,D,,,,X,X,,,F,X,X,,X,D
S1689/0509,M,13,III,,X,,,X,X,X,,,,X,D,,,S,X,D,,E,X
S1689/0510,M,20,0,,X,,,F,F,F,,,,X,X,,,S,S,X,,X,X
S1689/0511,M,15,III,,X,,,F,E,S,,,,X,X,,,E,D,X,,X,X
S1689/0512,M,15,III,,X,,,F,S,E,,,,X,X,,,S,D,X,,X,X
S1689/0513,M,17,III,,X,,,F,E,F,,,,X,X,,,E,E,X,,X,X
S1689/0514,M,18,IV,,F,,,X,X,X,,,,X,X,,,S,S,X,,X,E
S1689/0515,M,21,0,,X,,,F,F,F,,,,X,X,,,F,X,X,,X,F
S1689/0516,M,20,0,,X,,,F,S,F,,,,X,X,,,F,X,X,,X,F
S1689/0517,M,12,II,,X,,,X,X,X,,,,X,D,,,S,X,D,,D,X
S1689/0518,M,14,III,,X,,,F,X,X,,,,D,X,,,S,E,E,,X,X
S1689/0519,M,18,IV,,F,,,X,X,X,,,,E,X,,,F,S,X,,X,X
S1689/0520,M,21,0,,X,,,F,F,F,,,,X,X,,,F,X,X,,X,F
S1689/0521,M,15,III,,X,,,F,E,E,,,,X,X,,,E,X,X,,X,E
S1722/0501,F,11,II,X,D,,,X,X,C,X,,,X,X,,,E,X,X,,X,D
S1722/0502,F,9,I,X,X,,,S,X,X,X,,,C,X,,,E,C,C,,X,X
S1722/0503,F,17,III,X,X,,,F,E,F,X,,,X,X,,,S,E,X,,X,X
S1722/0504,F,17,III,X,F,,,X,X,X,X,,,E,X,,,E,E,X,,X,X
S1722/0505,F,16,III,X,X,,,F,X,X,X,,,S,X,,,S,E,E,,X,X
S1722/0506,F,10,II,X,X,,,X,X,X,X,,,X,C,,,E,D,C,,X,X
S1722/0507,F,14,III,X,X,,,X,X,X,X,,,X,E,,,S,E,D,,X,X
S1722/0508,F,13,III,X,X,,,X,X,X,X,,,X,D,,,S,E,D,,X,X
S1722/0509,F,12,II,X,D,,,X,X,D,X,,,X,X,,,E,X,X,,X,D
S1722/0510,F,12,II,X,X,,,X,X,X,X,,,X,D,,,E,E,C,,X,X
S1722/0511,F,14,III,X,X,,,F,X,X,X,,,E,X,,,S,E,D,,X,X
S1722/0512,F,17,III,X,X,,,F,E,F,X,,,X,X,,,F,E,X,,X,X
S1722/0513,F,19,IV,X,X,,,F,S,S,X,,,X,X,,,E,X,X,,X,F
S1722/0514,F,11,II,X,X,,,X,X,X,X,,,X,X,,,S,D,D,,C,X
S1722/0515,F,11,II,X,X,,,E,D,C,X,,,X,X,,,E,D,X,,X,X
S1722/0516,F,13,III,X,X,,,X,X,X,X,,,X,C,,,S,E,E,,X,X
S1722/0517,F,21,0,X,F,,,X,X,F,X,,,X,X,,,F,X,X,,X,F
S1722/0518,F,9,I,X,X,,,X,X,X,X,,,X,C,,,E,C,C,,X,X
S1722/0519,F,12,II,X,X,,,X,X,X,X,,,X,X,,,F,D,D,,D,X
S1722/0520,F,14,III,X,X,,,X,X,X,X,,,X,X,,,S,E,E,,D,X
S1722/0521,F,15,III,X,X,,,X,X,X,X,,,X,E,,,F,E,E,,X,X
S1722/0522,F,13,III,X,X,,,X,X,X,X,,,X,D,,,S,E,D,,X,X
S1722/0523,F,14,III,X,S,,,X,X,X,X,,,D,X,,,S,D,X,,X,X
S1722/0524,F,12,II,X,X,,,X,X,X,X,,,X,D,,,E,D,D,,X,X
S1722/0525,F,21,0,X,X,,,F,F,F,X,,,X,X,,,S,X,X,,X,F
S1722/0526,F,15,III,X,X,,,F,D,F,X,,,X,X,,,E,D,X,,X,X
S1722/0527,F,18,IV,X,X,,,F,S,F,X,,,X,X,,,F,E,X,,X,X
S1722/0528,F,10,II,X,X,,,E,D,B,X,,,X,X,,,S,D,X,,X,X
S1722/0529,F,11,II,X,X,,,X,X,X,X,,,X,X,,,F,E,C,,C,X
S1722/0530,F,10,II,X,X,,,F,X,X,X,,,C,X,,,E,D,C,,X,X
S1722/0531,F,15,III,X,X,,,F,X,X,X,,,E,X,,,S,E,E,,X,X
S1722/0532,F,10,II,D,X,,,F,X,X,C,,,C,X,,,E,X,X,,X,X
S1722/0533,F,10,II,D,X,,,F,X,X,C,,,C,X,,,D,X,X,,X,X
S1722/0534,F,18,IV,X,X,,,F,S,F,X,,,X,X,,,F,E,X,,X,X
S1722/0535,F,13,III,X,X,,,X,X,X,X,,,X,X,,,E,E,D,,D,X
S1722/0536,F,10,II,X,X,,,X,X,X,X,,,X,X,,,D,D,C,,C,X
S1722/0537,F,12,II,X,X,,,X,X,X,X,,,X,X,,,S,E,D,,C,X
S1722/0539,F,12,II,X,X,,,X,X,X,X,,,X,X,,,S,D,D,,D,X
S1722/0540,F,11,II,X,D,,,X,X,C,X,,,X,X,,,E,X,X,,X,D
S1722/0541,F,14,III,X,X,,,F,X,X,X,,,E,X,,,S,E,D,,X,X
S1722/0542,F,16,III,X,X,,,F,E,F,X,,,X,X,,,S,D,X,,X,X
S1722/0543,F,11,II,X,X,,,X,X,X,X,,,X,X,,,S,D,D,,C,X
S1722/0544,F,12,II,X,X,,,E,D,C,X,,,X,X,,,F,E,X,,X,X
S1722/0545,M,13,III,X,X,,,F,E,D,X,,,X,X,,,E,D,X,,X,X
S1722/0546,M,21,0,X,F,,,X,X,F,X,,,X,X,,,F,X,X,,X,F
S1722/0547,M,21,0,X,X,,,F,F,F,X,,,X,X,,,F,F,X,,X,X
S1722/0548,M,15,III,X,X,,,F,X,X,X,,,E,X,,,S,E,E,,X,X
S1722/0549,M,12,II,D,X,,,F,X,X,D,,,D,X,,,S,X,X,,X,X
S1722/0550,M,11,II,X,C,,,X,X,D,X,,,X,X,,,F,X,X,,X,D
S1722/0551,M,13,III,X,X,,,X,X,X,X,,,X,D,,,F,E,D,,X,X
S1722/0552,M,11,II,X,X,,,F,C,D,X,,,X,X,,,S,D,X,,X,X
S1722/0553,M,10,II,X,X,,,F,X,X,X,,,C,X,,,F,D,C,,X,X
S1722/0554,M,17,III,X,X,,,X,X,X,X,,,X,S,,,S,S,E,,X,X
S1722/0555,M,14,III,X,X,,,F,E,E,X,,,X,X,,,E,D,X,,X,X
S1722/0556,M,15,III,X,X,,,F,E,E,X,,,X,X,,,S,E,X,,X,X
S1722/0557,M,12,II,E,X,,,E,X,X,C,,,D,X,,,F,X,X,,X,X
S1722/0558,M,19,IV,X,X,,,F,S,F,X,,,X,X,,,E,S,X,,X,X
S1722/0559,M,19,IV,X,S,,,X,X,F,X,,,X,X,,,F,X,X,,X,S
S1722/0560,M,12,II,D,X,,,E,X,X,D,,,D,X,,,E,X,X,,X,X
S1722/0561,M,16,III,X,X,,,F,E,E,X,,,X,X,,,S,X,X,,X,S
S1722/0562,M,19,IV,X,X,,,F,F,F,X,,,X,X,,,E,E,X,,X,X
S1722/0563,M,19,IV,X,X,,,F,F,S,X,,,X,X,,,F,X,X,,X,S
S1722/0564,M,15,III,X,E,,,X,X,E,X,,,X,X,,,F,X,X,,X,E
S1722/0565,M,10,II,X,C,,,X,X,X,X,,,C,X,,,S,D,X,,X,X
S1722/0566,M,16,III,X,X,,,F,D,F,X,,,X,X,,,F,E,X,,X,X
S1722/0567,M,19,IV,X,S,,,X,X,S,X,,,X,X,,,F,X,X,,X,F
S1722/0568,M,12,II,X,X,,,X,X,X,X,,,X,X,,,S,D,D,,D,X
S1722/0569,M,17,III,X,X,,,F,E,E,X,,,X,X,,,F,X,X,,X,F
S1722/0570,M,12,II,E,X,,,F,X,X,D,,,C,X,,,E,X,X,,X,X
S1722/0571,M,13,III,X,X,,,X,X,X,X,,,X,D,,,S,E,D,,X,X
S1722/0572,M,16,III,X,X,,,F,E,S,X,,,X,X,,,S,E,X,,X,X
S1722/0573,M,12,II,X,X,,,X,X,X,X,,,X,D,,,S,D,D,,X,X
S1722/0574,M,12,II,X,X,,,X,X,X,X,,,X,C,,,E,E,D,,X,X
S1722/0575,M,17,III,X,X,,,D,E,E,X,,,X,X,,,E,X,X,,X,F
S1722/0576,M,13,III,X,D,,,X,X,E,X,,,X,X,,,F,X,X,,X,D
S1722/0577,M,12,II,E,X,,,F,X,X,C,,,D,X,,,E,X,X,,X,X
S1722/0578,M,11,II,X,X,,,X,X,X,X,,,X,X,,,E,D,D,,C,X
S1722/0579,M,13,III,X,X,,,X,X,X,X,,,X,X,,,F,E,D,,D,X
S1722/0580,M,8,I,X,C,,,X,X,C,X,,,X,X,,,S,X,X,,X,B
S1722/0581,M,12,II,X,X,,,S,D,D,X,,,X,X,,,F,D,X,,X,X
S1722/0582,M,13,III,X,X,,,S,E,D,X,,,X,X,,,S,D,X,,X,X
S1722/0583,M,12,II,X,X,,,X,X,X,X,,,X,C,,,S,E,D,,X,X
S1722/0584,M,11,II,X,X,,,X,X,X,X,,,X,X,,,S,D,D,,C,X
S1722/0585,M,15,III,X,E,,,X,X,E,X,,,X,X,,,S,X,X,,X,E
S1722/0586,M,12,II,X,X,,,X,X,X,X,,,X,D,,,S,D,D,,X,X
S1722/0587,M,10,II,X,X,,,X,X,X,X,,,X,C,,,E,D,C,,X,X
S1722/0589,M,10,II,X,X,,,F,X,X,X,,,C,X,,,E,D,C,,X,X
S1722/0590,M,11,II,X,X,,,F,X,X,X,,,C,X,,,S,D,D,,X,X
S1722/0591,M,18,IV,X,X,,,F,F,E,X,,,X,X,,,F,X,X,,X,S
S1722/0592,M,11,II,X,X,,,X,X,X,X,,,X,X,,,F,E,C,,C,X
S1722/0593,M,14,III,X,X,,,X,X,X,X,,,X,E,,,E,E,D,,X,X
S1722/0594,M,13,III,X,X,,,X,X,X,X,,,X,D,,,E,E,D,,X,X
S1722/0595,M,21,0,X,X,,,F,F,F,X,,,X,X,,,F,X,X,,X,F
S1722/0596,M,10,II,X,X,,,F,X,X,X,,,C,X,,,S,D,C,,X,X
S1722/0597,M,14,III,E,X,,,F,X,X,E,,,D,X,,,F,X,X,,X,X
S1722/0598,M,13,III,X,X,,,X,X,X,X,,,X,D,,,S,E,D,,X,X
S1722/0599,M,13,III,X,X,,,S,D,E,X,,,X,X,,,S,D,X,,X,X
S1722/0600,M,15,III,X,F,,,X,X,X,X,,,D,X,,,E,D,X,,X,X
S1722/0601,M,11,II,X,X,,,X,X,X,X,,,X,C,,,E,E,C,,X,X
S1722/0602,M,15,III,X,X,,,F,X,X,X,,,E,X,,,S,S,D,,X,X
S1722/0603,M,19,IV,X,X,,,F,F,F,X,,,X,X,,,S,E,X,,X,X
S1722/0604,M,15,III,X,X,,,F,X,X,X,,,E,X,,,F,S,D,,X,X
S1722/0606,M,15,III,X,X,,,X,X,X,X,,,X,E,,,F,E,E,,X,X
S1722/0607,M,13,III,X,X,,,S,D,D,X,,,X,X,,,E,X,X,,X,E
S1722/0608,M,19,IV,X,X,,,F,S,S,X,,,X,X,,,E,X,X,,X,F
S1722/0609,M,15,III,F,X,,,F,X,X,D,,,D,X,,,F,X,X,,X,X
S1722/0610,M,15,III,X,X,,,X,X,X,X,,,X,E,,,F,E,E,,X,X
S1722/0611,M,12,II,X,X,,,X,X,X,X,,,X,X,,,S,E,D,,C,X
S1722/0612,M,10,II,X,X,,,F,X,X,X,,,C,X,,,E,D,C,,X,X
S1722/0613,M,21,0,X,F,,,X,X,F,X,,,X,X,,,E,X,X,,X,F
S1722/0614,M,19,IV,X,X,,,F,F,F,X,,,X,X,,,F,E,X,,X,X
S1722/0615,M,13,III,X,X,,,X,X,X,X,,,X,D,,,E,E,D,,X,X
S1722/0616,M,11,II,X,X,,,X,X,X,X,,,X,C,,,E,D,D,,X,X
S1722/0617,M,13,III,X,X,,,F,X,X,X,,,D,X,,,S,D,E,,X,X
S1722/0618,M,14,III,X,X,,,X,X,X,X,,,X,X,,,S,E,E,,D,X
S1722/0619,M,14,III,X,X,,,X,X,X,X,,,X,D,,,F,E,E,,X,X
S1722/0620,M,21,0,X,X,,,F,F,F,X,,,X,X,,,F,F,X,,X,X
S1722/0621,M,17,III,X,X,,,F,E,F,X,,,X,X,,,E,E,X,,X,X
S1722/0622,M,14,III,X,X,,,X,X,X,X,,,X,X,,,S,E,E,,D,X
S1722/0623,M,10,II,D,X,,,F,X,X,C,,,C,X,,,E,X,X,,X,X
S1722/0624,M,14,III,X,E,,,X,X,E,X,,,X,X,,,F,X,X,,X,D
S1722/0625,M,21,0,X,F,,,X,X,X,X,,,F,X,,,F,F,X,,X,X
S1722/0626,M,16,III,X,X,,,F,E,F,X,,,X,X,,,E,D,X,,X,X
S1722/0627,M,12,II,X,D,,,X,X,D,X,,,X,X,,,S,X,X,,X,D
S1722/0628,M,11,II,X,X,,,X,X,X,X,,,X,X,,,E,D,C,,D,X
S1722/0629,M,18,IV,X,S,,,X,X,E,X,,,X,X,,,F,X,X,,X,F
S1722/0630,M,13,III,X,X,,,F,X,X,X,,,D,X,,,S,D,E,,X,X
S1722/0631,M,15,III,X,S,,,X,X,X,X,,,D,X,,,F,E,X,,X,X
S1722/0632,M,17,III,X,X,,,X,X,X,X,,,X,E,,,F,F,E,,X,X
S1722/0633,M,12,II,X,X,,,F,X,X,X,,,C,X,,,E,E,D,,X,X
S1722/0634,M,12,II,X,X,,,X,X,X,X,,,X,X,,,S,D,E,,C,X
S1722/0635,M,15,III,X,X,,,F,E,E,X,,,X,X,,,S,E,X,,X,X
S1722/0636,M,20,0,X,X,,,F,S,F,X,,,X,X,,,S,X,X,,X,F
S1722/0637,M,18,IV,X,F,,,X,X,S,X,,,X,X,,,F,X,X,,X,E
S1722/0638,M,12,II,X,X,,,X,X,X,X,,,X,X,,,E,D,D,,D,X
S1722/0639,M,12,II,X,X,,,X,X,X,X,,,X,X,,,E,D,D,,D,X
S1722/0640,M,16,III,X,X,,,F,S,E,X,,,X,X,,,E,E,X,,X,X
