CNO,SEX,AGGT,DIV,ACCOUNTANCY,ADV/MATHS,AGRICULTURE,ARABIC,BAM,BIOLOGY,CHEMISTRY,COMMERCE,COMP/SCIENCE,DIVINITY,ECONOMICS,ENGLISH,F & HN NUTRITION,FRENCH,G/STUDIES,GEOGR,HISTORY,IS/KNOWLEDGE,KISWAHILI,PHYSICS
S0223/0533,F,12,II,,,,,X,X,X,,,C,,E,,,S,X,D,,C,X
S0223/0534,F,11,II,,,,,X,X,X,,,C,,X,,,E,D,C,,D,X
S0223/0535,F,13,III,,,,,S,D,E,,,X,,X,,,S,D,X,,X,X
S0224/0501,F,10,II,,C,,,X,X,C,,,C,X,X,,,E,X,X,,,D
S0224/0502,F,10,II,,X,,,E,C,C,,,B,X,X,,,E,X,X,,,D
S0224/0503,F,10,II,,X,,,X,X,X,,,C,X,C,,,D,D,C,,,X
S0224/0504,F,9,I,,X,,,D,B,C,,,C,X,X,,,D,X,X,,,D
S0224/0505,F,9,I,,X,,,X,X,X,,,C,X,C,,,D,D,B,,,X
S0224/0506,F,9,I,,X,,,E,C,C,,,B,X,X,,,D,X,X,,,C
S0224/0507,F,11,II,,X,,,D,C,C,,,B,X,X,,,D,X,X,,,E
S0224/0508,F,10,II,,X,,,X,X,X,,,C,X,D,,,D,C,C,,,X
S0224/0509,F,6,I,,B,,,X,X,B,,,B,X,X,,,E,X,X,,,B
S0224/0510,F,12,II,,D,,,X,X,D,,,B,X,X,,,E,X,X,,,D
S0224/0511,F,9,I,,X,,,X,X,X,,,B,X,C,,,D,D,B,,,X
S0224/0512,F,9,I,,C,,,X,X,C,,,C,X,X,,,D,X,X,,,C
S0224/0513,F,11,II,,C,,,X,X,D,,,C,X,X,,,E,X,X,,,D
S0224/0514,F,10,II,,X,,,E,C,C,,,C,X,X,,,E,X,X,,,D
S0224/0515,F,7,I,,X,,,B,B,B,,,B,X,X,,,E,X,X,,,C
S0224/0516,F,11,II,,X,,,X,X,X,,,C,X,D,,,D,D,C,,,X
S0224/0517,F,10,II,,C,,,X,X,C,,,C,X,X,,,E,X,X,,,D
S0224/0518,F,14,III,,D,,,X,X,E,,,D,X,X,,,E,X,X,,,E
S0224/0519,F,14,III,,F,,,X,X,X,,,B,C,X,,,E,D,X,,,X
S0224/0520,F,9,I,,X,,,D,B,C,,,C,X,X,,,D,X,X,,,D
S0224/0521,F,9,I,,C,,,X,X,C,,,C,X,X,,,E,X,X,,,C
S0224/0522,F,11,II,,X,,,D,C,D,,,C,X,X,,,E,X,X,,,D
S0224/0523,F,10,II,,X,,,D,C,C,,,C,X,X,,,E,X,X,,,D
S0224/0524,F,9,I,,X,,,D,B,D,,,D,X,X,,,E,X,X,,,C
S0224/0525,F,10,II,,X,,,X,X,X,,,D,X,C,,,D,D,C,,,X
S0224/0526,F,11,II,,X,,,X,X,X,,,D,X,D,,,E,D,C,,,X
S0224/0527,F,7,I,,X,,,X,X,X,,,C,X,B,,,D,C,B,,,X
S0224/0528,F,6,I,,X,,,C,B,B,,,C,X,X,,,E,X,X,,,B
S0224/0529,F,8,I,,B,,,X,X,C,,,B,X,X,,,F,X,X,,,C
S0224/0530,F,7,I,,X,,,D,B,B,,,B,X,X,,,E,X,X,,,C
S0224/0531,F,7,I,,B,,,X,X,B,,,B,X,X,,,E,X,X,,,C
S0224/0532,F,10,II,,X,,,X,X,X,,,C,X,C,,,E,D,C,,,X
S0224/0533,F,12,II,,X,,,D,C,D,,,D,X,X,,,E,X,X,,,E
S0224/0534,F,9,I,,C,,,X,X,C,,,B,X,X,,,D,X,X,,,C
S0224/0535,F,13,III,,X,,,D,D,D,,,B,X,X,,,D,X,X,,,E
S0224/0536,F,14,III,,S,,,X,X,X,,,C,D,X,,,E,D,X,,,X
S0224/0537,F,20,0,,X,,,F,S,F,,,E,X,X,,,F,X,X,,,F
S0224/0538,F,12,II,,E,,,X,X,X,,,B,C,X,,,E,D,X,,,X
S0224/0539,F,10,II,,X,,,D,C,D,,,C,X,X,,,E,X,X,,,C
S0224/0540,F,6,I,,X,,,B,B,B,,,B,X,X,,,E,X,X,,,B
S0224/0541,F,7,I,,X,,,X,X,X,,,A,X,B,,,D,C,B,,,X
S0224/0542,F,8,I,,X,,,D,B,C,,,D,X,X,,,E,X,X,,,C
S0224/0543,F,11,II,,X,,,D,C,D,,,C,X,X,,,E,X,X,,,D
S0224/0544,F,12,II,,X,,,E,D,D,,,E,X,X,,,E,X,X,,,D
S0224/0545,F,10,II,,D,,,X,X,X,,,C,C,X,,,D,C,X,,,X
S0224/0546,F,8,I,,C,,,X,X,X,,,C,B,X,,,D,C,X,,,X
S0224/0547,F,16,III,,F,,,X,X,X,,,D,D,X,,,S,E,X,,,X
S0224/0548,F,9,I,,X,,,D,C,C,,,B,X,X,,,E,X,X,,,C
S0224/0549,F,13,III,,X,,,E,D,D,,,C,X,X,,,S,X,X,,,E
S0224/0550,F,10,II,,X,,,X,X,X,,,B,X,C,,,D,D,C,,,X
S0224/0551,F,6,I,,X,,,C,B,B,,,C,X,X,,,E,X,X,,,B
S0224/0552,F,8,I,,B,,,X,X,C,,,D,X,X,,,D,X,X,,,C
S0224/0553,F,7,I,,X,,,B,C,B,,,C,X,X,,,E,X,X,,,B
S0224/0554,F,10,II,,X,,,E,C,C,,,D,X,X,,,E,X,X,,,D
S0224/0555,F,11,II,,X,,,D,C,D,,,C,X,X,,,E,X,X,,,D
S0224/0556,F,8,I,,C,,,X,X,C,,,B,X,X,,,E,X,X,,,B
S0224/0557,F,11,II,,X,,,E,C,D,,,D,X,X,,,D,X,X,,,D
S0224/0558,F,12,II,,X,,,X,X,X,,,C,X,D,,,E,E,C,,,X
S0224/0559,F,8,I,,X,,,X,X,X,,,C,X,B,,,D,D,B,,,X
S0224/0560,F,11,II,,X,,,E,C,D,,,D,X,X,,,E,X,X,,,D
S0224/0561,F,14,III,,E,,,X,X,X,,,D,D,X,,,F,E,X,,,X
S0224/0562,F,9,I,,C,,,X,X,C,,,B,X,X,,,E,X,X,,,C
S0224/0563,F,9,I,,X,,,E,B,C,,,C,X,X,,,D,X,X,,,D
S0224/0564,F,10,II,,B,,,X,X,D,,,C,X,X,,,E,X,X,,,D
S0224/0565,F,11,II,,C,,,X,X,D,,,C,X,X,,,E,X,X,,,D
S0224/0566,F,11,II,,X,,,X,X,X,,,D,X,D,,,D,D,C,,,X
S0224/0567,F,7,I,,X,,,X,X,X,,,C,X,B,,,D,C,B,,,X
S0224/0568,F,14,III,,X,,,E,C,E,,,C,X,X,,,F,X,X,,,S
S0224/0569,F,10,II,,D,,,X,X,X,,,C,C,X,,,D,C,X,,,X
S0224/0570,F,9,I,,C,,,X,X,C,,,C,X,X,,,E,X,X,,,C
S0224/0571,F,13,III,,X,,,E,D,D,,,C,X,X,,,E,X,X,,,E
S0224/0572,F,9,I,,X,,,D,B,C,,,B,X,X,,,D,X,X,,,D
S0224/0573,F,11,II,,X,,,E,C,D,,,D,X,X,,,D,X,X,,,D
S0224/0574,F,9,I,,X,,,X,X,X,,,D,X,C,,,D,D,B,,,X
S0224/0575,F,7,I,,X,,,X,X,X,,,B,X,B,,,D,C,B,,,X
S0224/0576,F,12,II,,D,,,X,X,X,,,C,D,X,,,S,D,X,,,X
S0224/0577,F,13,III,,X,,,S,D,D,,,D,X,X,,,E,X,X,,,E
S0224/0578,F,7,I,,C,,,X,X,B,,,B,X,X,,,D,X,X,,,B
S0224/0579,F,14,III,,S,,,X,X,X,,,D,D,X,,,E,D,X,,,X
S0224/0580,F,9,I,,X,,,E,C,C,,,B,X,X,,,E,X,X,,,C
S0224/0581,F,10,II,,X,,,X,X,X,,,C,X,C,,,D,D,C,,,X
S0224/0582,F,11,II,,D,,,X,X,X,,,B,C,X,,,D,D,X,,,X
S0224/0583,F,6,I,,B,,,X,X,B,,,B,X,X,,,D,X,X,,,B
S0224/0584,F,14,III,,X,,,X,X,X,,,C,X,E,,,F,E,D,,,X
S0224/0585,F,10,II,,X,,,X,X,X,,,C,X,C,,,D,D,C,,,X
S0224/0586,F,9,I,,X,,,X,X,X,,,C,X,D,,,D,C,B,,,X
S0224/0587,F,10,II,,X,,,D,C,C,,,C,X,X,,,E,X,X,,,D
S0224/0588,F,6,I,,X,,,C,B,B,,,C,X,X,,,D,X,X,,,B
S0224/0589,F,11,II,,X,,,D,C,D,,,C,X,X,,,E,X,X,,,D
S0224/0590,F,14,III,,X,,,E,D,E,,,C,X,X,,,E,X,X,,,E
S0224/0591,F,10,II,,X,,,D,C,C,,,S,X,X,,,F,X,X,,,D
S0224/0592,F,9,I,,C,,,X,X,C,,,C,X,X,,,D,X,X,,,C
S0224/0593,F,8,I,,X,,,E,B,C,,,C,X,X,,,D,X,X,,,C
S0224/0594,F,12,II,,X,,,X,X,X,,,C,X,D,,,E,E,C,,,X
S0224/0595,F,10,II,,X,,,X,X,X,,,C,X,C,,,D,D,C,,,X
S0224/0596,F,9,I,,B,,,X,X,D,,,D,X,X,,,E,X,X,,,C
S0224/0597,F,12,II,,X,,,E,C,D,,,D,X,X,,,E,X,X,,,E
S0227/0501,F,12,II,,X,,,X,X,X,,,,X,E,X,,F,X,D,,C,X
S0227/0502,F,14,III,,X,,,F,E,E,,,,X,X,X,,E,D,X,,X,X
S0227/0503,F,11,II,,X,,,E,X,X,,,,C,X,X,,E,D,D,,X,X
S0227/0504,F,16,III,,X,,,F,F,E,,,,X,X,D,,S,X,X,,X,X
S0227/0505,F,12,II,,X,,,F,D,D,,,,X,X,X,,E,D,X,,X,X
S0227/0506,F,19,IV,,F,,,X,X,S,,,,X,X,X,,E,X,X,,X,S
S0227/0507,F,17,III,,S,,,X,X,E,,,,X,X,X,,S,X,X,,X,S
S0227/0508,F,17,III,,X,,,X,X,X,,,,X,F,X,,E,S,D,,X,X
S0227/0509,F,13,III,,X,,,S,D,D,,,,X,X,X,,E,X,X,,X,E
S0227/0510,F,14,III,,X,,,D,E,D,,,,X,X,X,,E,X,X,,X,E
S0227/0511,F,13,III,,X,,,F,D,D,,,,X,X,X,,D,X,X,,X,E
S0227/0512,F,11,II,,C,,,X,X,D,,,,X,X,X,,S,X,X,,X,D
S0227/0513,F,10,II,,X,,,X,X,X,,,,X,D,X,,E,X,C,,C,X
S0227/0514,F,19,IV,,X,,,F,F,F,,,,X,X,X,,E,E,X,,X,X
S0227/0515,F,13,III,,X,,,E,E,D,,,,X,X,X,,E,D,X,,X,X
S0227/0516,F,13,III,,X,,,S,E,D,,,,X,X,X,,E,D,X,,X,X
S0227/0517,F,17,III,,X,,,F,S,S,,,,X,X,X,,E,E,X,,X,X
S0227/0518,F,13,III,,X,,,F,D,D,,,,X,X,E,,S,X,X,,X,X
S0227/0519,F,13,III,,X,,,F,D,E,,,,X,X,X,,E,D,X,,X,X
S0227/0520,F,14,III,,X,,,X,X,X,,,,X,E,X,,E,E,D,,X,X
S0227/0521,F,17,III,,X,,,F,F,E,,,,X,X,X,,E,E,X,,X,X
S0227/0522,F,13,III,,X,,,F,D,E,,,,X,X,X,,E,D,X,,X,X
S0227/0523,F,16,III,,X,,,F,E,E,,,,X,X,X,,E,X,X,,X,S
S0227/0524,F,14,III,,X,,,X,X,X,,,,X,X,X,,F,E,D,,E,X
S0227/0525,F,10,II,,X,,,X,X,X,,,,X,X,X,,E,D,C,,C,X
S0227/0526,F,11,II,,X,,,X,X,X,,,,X,D,X,,E,D,C,,X,X
S0227/0527,F,10,II,,X,,,X,X,X,,,,X,D,X,,E,X,C,,C,X
S0227/0528,F,11,II,,X,,,X,X,X,,,,X,E,X,,E,X,C,,C,X
S0227/0529,F,16,III,,X,,,E,F,D,,,,X,X,X,,S,X,X,,X,E
S0227/0530,F,13,III,,X,,,X,X,X,,,,X,E,X,,S,E,C,,X,X
S0227/0531,F,10,II,,X,,,X,X,X,,,,X,D,X,,E,X,C,,C,X
S0227/0532,F,14,III,,X,,,F,E,E,,,,X,X,D,,E,X,X,,X,X
S0227/0533,F,14,III,,X,,,F,E,E,,,,X,X,X,,E,D,X,,X,X
S0227/0534,F,13,III,,X,,,F,D,E,,,,X,X,X,,E,D,X,,X,X
S0227/0535,F,15,III,,X,,,S,E,E,,,,X,X,X,,E,E,X,,X,X
S0227/0536,F,19,IV,,X,,,F,F,F,,,,X,X,E,,S,X,X,,X,X
S0227/0537,F,14,III,,X,,,F,E,D,,,,X,X,X,,S,X,X,,X,E
S0227/0538,F,18,IV,,X,,,F,E,S,,,,X,X,X,,E,X,X,,X,F
S0227/0539,F,14,III,,X,,,S,D,D,,,,X,X,X,,D,X,X,,X,S
S0227/0540,F,13,III,,X,,,E,E,D,,,,X,X,X,,E,D,X,,X,X
S0227/0541,F,9,I,,X,,,X,X,X,,,,X,D,X,,E,X,B,,C,X
S0227/0542,F,18,IV,,X,,,F,F,F,,,,X,X,X,,E,D,X,,X,X
S0227/0543,F,13,III,,X,,,S,D,D,,,,X,X,X,,E,X,X,,X,E
S0227/0544,F,10,II,,X,,,F,C,D,,,,X,X,X,,E,C,X,,X,X
S0227/0545,F,15,III,,X,,,S,E,E,,,,X,X,X,,E,X,X,,X,E
S0227/0546,F,21,0,,X,,,F,F,F,,,,X,X,X,,F,X,X,,X,F
S0227/0547,F,18,IV,,F,,,X,X,E,,,,X,X,X,,E,X,X,,X,S
S0227/0548,F,15,III,,X,,,S,E,E,,,,X,X,X,,F,E,X,,X,X
S0227/0549,F,11,II,,X,,,E,D,D,,,,X,X,X,,D,C,X,,X,X
S0227/0550,F,11,II,,X,,,F,X,X,,,,C,X,X,,E,E,C,,X,X
S0227/0551,F,19,IV,,X,,,F,F,S,,,,X,X,S,,E,X,X,,X,X
S0227/0552,F,15,III,,X,,,F,E,S,,,,X,X,X,,E,D,X,,X,X
S0227/0553,F,19,IV,,X,,,F,F,F,,,,X,X,X,,F,E,X,,X,X
S0227/0554,F,16,III,,X,,,F,S,E,,,,X,X,E,,F,X,X,,X,X
S0227/0555,F,11,II,,X,,,D,D,C,,,,X,X,X,,E,X,X,,X,D
S0227/0556,F,16,III,,X,,,E,D,E,,,,X,X,X,,E,X,X,,X,F
S0227/0557,F,13,III,,X,,,S,D,D,,,,X,X,X,,D,X,X,,X,E
S0227/0558,F,11,II,,X,,,X,X,X,,,,X,E,X,,E,X,C,,C,X
S0227/0559,F,15,III,,X,,,X,X,X,,,,X,F,X,,S,X,D,,D,X
S0227/0560,F,12,II,,X,,,F,D,E,,,,X,X,X,,E,C,X,,X,X
S0227/0561,F,14,III,,X,,,F,E,E,,,,X,X,D,,E,X,X,,X,X
S0227/0562,F,17,III,,X,,,F,E,E,,,,X,X,X,,E,X,X,,X,F
S0227/0563,F,20,0,,S,,,X,X,F,,,,X,X,X,,F,X,X,,X,F
S0227/0564,F,13,III,,X,,,F,X,X,,,,D,X,X,,S,E,D,,X,X
S0227/0565,F,14,III,,X,,,E,E,E,,,,X,X,X,,D,D,X,,X,X
S0227/0566,F,11,II,,X,,,D,D,C,,,,X,X,D,,E,X,X,,X,X
S0227/0567,F,12,II,,X,,,X,X,X,,,,X,E,X,,S,X,D,,C,X
S0227/0568,F,13,III,,X,,,F,D,E,,,,X,X,X,,D,D,X,,X,X
S0227/0569,F,12,II,,X,,,X,X,X,,,,X,E,X,,E,X,D,,C,X
S0227/0570,F,10,II,,X,,,X,X,X,,,,X,D,X,,E,X,C,,C,X
S0227/0571,F,11,II,,X,,,X,X,X,,,,X,D,X,,S,X,D,,C,X
S0227/0572,F,13,III,,X,,,X,X,X,,,,X,E,X,,F,X,D,,D,X
S0227/0573,F,15,III,,X,,,F,S,E,,,,X,X,X,,F,D,X,,X,X
S0227/0574,F,12,II,,X,,,X,X,X,,,,X,X,X,,E,E,D,,C,X
S0227/0575,F,11,II,,X,,,X,X,X,,,,X,E,X,,S,X,C,,C,X
S0227/0576,F,10,II,,X,,,F,X,X,,,,C,X,X,,D,D,C,,X,X
S0227/0577,F,16,III,,X,,,F,E,E,,,,X,X,X,,E,X,X,,X,S
S0227/0578,F,14,III,,X,,,X,X,X,,,,X,E,X,,S,E,D,,X,X
S0227/0579,F,16,III,,X,,,F,E,F,,,,X,X,X,,E,D,X,,X,X
S0227/0580,F,14,III,,X,,,F,E,E,,,,X,X,X,,S,D,X,,X,X
S0227/0581,F,17,III,,X,,,F,E,E,,,,X,X,X,,S,X,X,,X,F
S0227/0582,F,13,III,,X,,,X,X,X,,,,X,E,X,,E,E,C,,X,X
S0227/0583,F,14,III,,X,,,F,E,E,,,,X,X,X,,S,D,X,,X,X
S0227/0584,F,11,II,,X,,,D,D,C,,,,X,X,X,,E,X,X,,X,D
S0227/0585,F,12,II,,X,,,S,D,D,,,,X,X,D,,E,X,X,,X,X
S0227/0586,F,11,II,,X,,,E,D,C,,,,X,X,X,,S,X,X,,X,D
S0227/0587,F,20,0,,X,,,F,F,S,,,,X,X,X,,F,X,X,,X,F
S0227/0588,F,18,IV,,X,,,F,S,F,,,,X,X,E,,S,X,X,,X,X
S0227/0589,F,13,III,,X,,,E,D,D,,,,X,X,X,,E,X,X,,X,E
S0227/0590,F,13,III,,X,,,F,D,E,,,,X,X,X,,D,D,X,,X,X
S0227/0591,F,11,II,,X,,,X,X,X,,,,X,X,X,,E,E,C,,C,X
S0227/0592,F,10,II,,X,,,X,X,X,,,,X,D,X,,E,X,C,,C,X
S0227/0593,F,11,II,,X,,,X,X,X,,,,X,D,X,,E,D,C,,X,X
S0227/0594,F,14,III,,X,,,E,E,D,,,,X,X,X,,E,X,X,,X,E
S0227/0595,F,17,III,,X,,,F,F,E,,,,X,X,E,,S,X,X,,X,X
S0227/0596,F,15,III,,X,,,F,E,E,,,,X,X,X,,E,E,X,,X,X
S0227/0597,F,20,0,,F,,,X,X,S,,,,X,X,X,,S,X,X,,X,F
S0227/0598,F,*R,*R,,X,,,X,X,X,,,,X,X,X,,X,X,X,,X,X
S0227/0599,F,14,III,,X,,,E,E,D,,,,X,X,X,,E,X,X,,X,E
S0227/0600,F,19,IV,,X,,,F,F,F,,,,X,X,E,,S,X,X,,X,X
S0227/0601,F,15,III,,X,,,F,E,E,,,,X,X,E,,S,X,X,,X,X
S0227/0602,F,18,IV,,X,,,F,F,S,,,,X,X,E,,S,X,X,,X,X
S0227/0603,F,16,III,,X,,,F,E,F,,,,X,X,X,,E,D,X,,X,X
S0227/0604,F,15,III,,X,,,F,E,S,,,,X,X,D,,E,X,X,,X,X
S0227/0605,F,12,II,,X,,,E,D,C,,,,X,X,X,,E,X,X,,X,E
S0227/0606,F,14,III,,X,,,F,E,E,,,,X,X,X,,E,D,X,,X,X
S0227/0607,F,17,III,,X,,,F,S,S,,,,X,X,X,,S,E,X,,X,X
S0227/0608,F,11,II,,X,,,X,X,X,,,,X,D,X,,S,X,C,,D,X
S0227/0609,F,15,III,,X,,,F,E,E,,,,X,X,X,,S,E,X,,X,X
S0227/0610,F,11,II,,X,,,E,D,C,,,,X,X,X,,E,X,X,,X,D
S0227/0611,F,15,III,,X,,,S,E,E,,,,X,X,X,,S,X,X,,X,E
S0227/0612,F,14,III,,X,,,F,E,E,,,,X,X,X,,E,D,X,,X,X
S0227/0613,F,11,II,,X,,,F,X,X,,,,D,X,X,,D,D,C,,X,X
S0227/0614,F,12,II,,X,,,X,X,X,,,,X,D,X,,S,D,D,,X,X
S0227/0615,F,17,III,,X,,,F,E,E,,,,X,X,X,,E,X,X,,X,F
S0227/0616,F,14,III,,X,,,X,X,X,,,,X,E,X,,S,X,E,,D,X
S0227/0617,F,18,IV,,X,,,F,S,F,,,,X,X,X,,E,E,X,,X,X
S0227/0618,F,10,II,,X,,,X,X,X,,,,X,D,X,,E,X,C,,C,X
S0227/0619,F,17,III,,X,,,E,E,E,,,,X,X,X,,F,X,X,,X,F
S0227/0620,F,13,III,,X,,,E,D,D,,,,X,X,X,,E,X,X,,X,E
S0227/0621,F,10,II,,X,,,X,X,X,,,,X,X,X,,S,D,C,,C,X
S0227/0622,F,15,III,,X,,,S,E,S,,,,X,X,X,,E,D,X,,X,X
S0227/0623,F,11,II,,X,,,X,X,X,,,,X,D,X,,D,D,C,,X,X
S0227/0624,F,21,0,,X,,,F,F,F,,,,X,X,X,,S,X,X,,X,F
S0227/0625,F,17,III,,X,,,F,E,E,,,,X,X,X,,E,X,X,,X,F
S0227/0626,F,17,III,,X,,,F,E,E,,,,X,X,X,,S,X,X,,X,F
S0227/0627,F,17,III,,X,,,E,E,E,,,,X,X,X,,F,X,X,,X,F
S0227/0628,F,13,III,,X,,,F,D,E,,,,X,X,D,,E,X,X,,X,X
S0227/0629,F,20,0,,X,,,F,S,F,,,,X,X,X,,D,X,X,,X,F
S0227/0630,F,14,III,,X,,,F,E,E,,,,X,X,X,,E,D,X,,X,X
S0227/0631,F,14,III,,X,,,X,X,X,,,,X,X,X,,E,E,E,,D,X
S0227/0632,F,11,II,,X,,,X,X,X,,,,X,D,X,,D,D,C,,X,X
S0227/0633,F,10,II,,X,,,X,X,X,,,,X,D,X,,S,X,C,,C,X
S0227/0634,F,14,III,,X,,,F,E,E,,,,X,X,X,,E,D,X,,X,X
S0227/0635,F,21,0,,X,,,F,F,F,,,,X,X,X,,F,X,X,,X,F
S0227/0636,F,13,III,,X,,,X,X,X,,,,X,E,X,,E,E,C,,X,X
S0227/0637,F,18,IV,,X,,,F,S,E,,,,X,X,X,,E,X,X,,X,F
S0227/0638,F,20,0,,F,,,X,X,S,,,,X,X,X,,F,X,X,,X,F
S0227/0639,F,11,II,,X,,,X,X,X,,,,X,D,X,,E,D,C,,X,X
S0227/0640,F,12,II,,X,,,X,X,X,,,,X,E,X,,F,X,D,,C,X
S0227/0641,F,15,III,,X,,,F,E,S,,,,X,X,X,,E,D,X,,X,X
S0227/0642,F,11,II,,X,,,S,D,C,,,,X,X,X,,E,D,X,,X,X
S0227/0643,F,17,III,,X,,,S,E,E,,,,X,X,X,,E,X,X,,X,F
S0227/0644,F,20,0,,X,,,F,F,F,,,,X,X,X,,F,S,X,,X,X
S0227/0645,F,21,0,,F,,,X,X,F,,,,X,X,X,,F,X,X,,X,F
S0227/0646,F,11,II,,X,,,E,D,C,,,,X,X,X,,E,D,X,,X,X
S0227/0647,F,13,III,,X,,,F,E,E,,,,X,X,X,,D,C,X,,X,X
S0227/0648,F,17,III,,X,,,E,F,E,,,,X,X,E,,F,X,X,,X,X
S0227/0649,F,15,III,,X,,,F,E,E,,,,X,X,E,,S,X,X,,X,X
S0227/0650,F,10,II,,X,,,X,X,X,,,,X,D,X,,E,X,C,,C,X
S0227/0651,F,10,II,,X,,,X,X,X,,,,X,D,X,,D,X,C,,C,X
S0227/0652,F,18,IV,,X,,,F,S,F,,,,X,X,E,,F,X,X,,X,X
S0227/0653,F,13,III,,X,,,E,E,C,,,,X,X,X,,E,X,X,,X,E
S0227/0654,F,12,II,,D,,,X,X,C,,,,X,X,X,,S,X,X,,X,E
S0227/0655,F,13,III,,X,,,E,D,D,,,,X,X,X,,E,X,X,,X,E
S0227/0656,F,15,III,,E,,,X,X,E,,,,X,X,X,,S,X,X,,X,E
S0227/0657,F,15,III,,S,,,X,X,D,,,,X,X,X,,S,X,X,,X,E
S0227/0658,F,16,III,,X,,,F,E,F,,,,X,X,D,,S,X,X,,X,X
S0227/0659,F,20,0,,X,,,F,S,F,,,,X,X,X,,E,X,X,,X,F
S0227/0660,F,15,III,,X,,,F,E,E,,,,X,X,E,,D,X,X,,X,X
S0227/0661,F,19,IV,,X,,,F,F,F,,,,X,X,X,,S,E,X,,X,X
S0227/0662,F,12,II,,X,,,F,D,D,,,,X,X,X,,E,D,X,,X,X
S0227/0663,F,11,II,,X,,,X,X,X,,,,X,E,X,,D,X,C,,C,X
S0227/0664,F,19,IV,,X,,,F,E,F,,,,X,X,X,,E,X,X,,X,F
S0227/0665,F,14,III,,X,,,F,E,E,,,,X,X,D,,E,X,X,,X,X
S0227/0666,F,20,0,,X,,,F,F,F,,,,X,X,S,,F,X,X,,X,X
S0227/0667,F,15,III,,X,,,F,E,S,,,,X,X,X,,F,D,X,,X,X
S0227/0668,F,14,III,,X,,,S,E,E,,,,X,X,D,,D,X,X,,X,X
S0227/0669,F,10,II,,X,,,X,X,X,,,,X,X,X,,D,D,C,,C,X
S0227/0670,F,10,II,,X,,,X,X,X,,,,X,X,X,,D,D,C,,C,X
S0227/0671,F,14,III,,X,,,F,E,E,,,,X,X,X,,E,D,X,,X,X
S0227/0672,F,12,II,,X,,,S,D,E,,,,X,X,X,,E,C,X,,X,X
S0227/0673,F,11,II,,X,,,X,X,X,,,,X,D,X,,D,D,C,,X,X
S0227/0674,F,13,III,,X,,,X,X,X,,,,X,E,X,,E,E,C,,X,X
S0227/0675,F,12,II,,X,,,X,X,X,,,,X,E,X,,S,X,D,,C,X
S0227/0676,F,12,II,,X,,,X,X,X,,,,X,D,X,,F,X,D,,D,X
S0227/0677,F,17,III,,X,,,F,S,S,,,,X,X,X,,S,E,X,,X,X
S0227/0678,F,9,I,,X,,,X,X,X,,,,X,D,X,,E,X,C,,B,X
S0227/0679,F,13,III,,X,,,F,D,E,,,,X,X,X,,S,D,X,,X,X
S0227/0680,F,10,II,,X,,,X,X,X,,,,X,X,X,,E,D,C,,C,X
S0227/0681,F,10,II,,X,,,X,X,X,,,,X,D,X,,E,X,C,,C,X
S0227/0682,F,16,III,,X,,,F,E,E,,,,X,X,X,,E,X,X,,X,S
S0227/0683,F,18,IV,,X,,,F,F,F,,,,X,X,D,,E,X,X,,X,X
S0227/0684,F,13,III,,X,,,E,D,D,,,,X,X,E,,E,X,X,,X,X
S0227/0685,F,16,III,,X,,,F,E,E,,,,X,X,X,,E,X,X,,X,S
S0227/0686,F,17,III,,X,,,F,S,F,,,,X,X,D,,S,X,X,,X,X
S0227/0687,F,12,II,,X,,,X,X,X,,,,X,E,X,,E,X,D,,C,X
S0227/0688,F,19,IV,,X,,,F,F,F,,,,X,X,E,,E,X,X,,X,X
S0227/0689,F,11,II,,X,,,X,X,X,,,,X,X,X,,E,E,C,,C,X
S0227/0690,F,13,III,,X,,,X,X,X,,,,X,E,X,,F,X,D,,D,X
S0227/0691,F,17,III,,X,,,S,F,E,,,,X,X,E,,F,X,X,,X,X
S0227/0692,F,11,II,,D,,,X,X,C,,,,X,X,X,,E,X,X,,X,D
S0227/0693,F,10,II,,X,,,X,X,X,,,,X,X,X,,E,D,C,,C,X
S0227/0694,F,18,IV,,X,,,F,F,S,,,,X,X,E,,S,X,X,,X,X
S0227/0695,F,17,III,,X,,,F,S,E,,,,X,X,X,,E,X,X,,X,S
S0227/0696,F,20,0,,X,,,F,S,F,,,,X,X,X,,E,X,X,,X,F
S0227/0697,F,13,III,,X,,,X,X,X,,,,X,E,X,,E,E,C,,X,X
S0227/0698,F,16,III,,X,,,F,E,D,,,,X,X,X,,E,X,X,,X,F
S0227/0699,F,13,III,,X,,,X,X,X,,,,X,E,X,,S,X,E,,C,X
S0227/0700,F,16,III,,X,,,F,S,E,,,,X,X,X,,E,E,X,,X,X
S0227/0701,F,16,III,,X,,,S,S,E,,,,X,X,X,,E,X,X,,X,E
S0227/0702,F,20,0,,F,,,X,X,S,,,,X,X,X,,F,X,X,,X,F
S0227/0703,F,15,III,,X,,,X,X,X,,,,X,F,X,,S,X,D,,D,X
S0227/0704,F,21,0,,X,,,F,F,F,,,,X,X,X,,F,F,X,,X,X
S0227/0705,F,8,I,,X,,,X,X,X,,,,X,X,X,,D,C,B,,C,X
S0227/0706,F,21,0,,X,,,F,F,F,,,,X,X,X,,S,F,X,,X,X
S0227/0707,F,12,II,,X,,,X,X,X,,,,X,E,X,,E,X,D,,C,X
S0227/0708,F,13,III,,X,,,F,D,E,,,,X,X,X,,E,D,X,,X,X
